Number of Records,Asian Hospice Beneficiaries,Average Age,Black Hospice Beneficiaries,City,Female Hospice Beneficiaries,Hispanic Hospice Beneficiaries,Home Health Visit Hours Per Day,Home Health Visit Hours Per Day During Week Prior To Death,Hospice Beneficiaries,Hospice Beneficiaries With A Primary Diagnosis Of Cancer,Hospice Beneficiaries With A Primary Diagnosis Of Circulatory Heart Disease,Hospice Beneficiaries With A Primary Diagnosis Of Dementia,Hospice Beneficiaries With A Primary Diagnosis Of Respiratory Disease,Hospice Beneficiaries With A Primary Diagnosis Of Stroke,Hospice Beneficiaries With More Than One Hundred Eighty Hospice Care Days,Hospice Beneficiaries With More Than Sixty Hospice Care Days,Hospice Beneficiaries With Other Primary Diagnoses,Hospice Beneficiaries With Seven Or Fewer Hospice Care Days,Hrr,Male Hospice Beneficiaries,Medicaid Eligible Hospice Beneficiaries,Medicare Advantage Hospice Beneficiaries,Name,Other Unknown Race Hospice Beneficiaries,Percent Routine Home Care Days,Physician Services,Provider Id,Site Of Service Assisted Living Facility Hospice Beneficiaries,Site Of Service Home Hospice Beneficiaries,Site Of Service Inpatient Hospice Hospice Beneficiaries,Site Of Service Inpatient Hospital Hospice Beneficiaries,Site Of Service Long Term Care Or Non Skilled Nursing Facility Hospice Beneficiaries,Site Of Service Other Facility Hospice Beneficiaries,Site Of Service Skilled Nursing Facility Hospice Beneficiaries,Skilled Nursing Visit Hours Per Day,Skilled Nursing Visit Hours Per Day During Week Prior To Death,Social Service Visit Hours Per Day,Social Service Visit Hours Per Day During Week Prior To Death,State,Street Address,Total Charge Amount,Total Days,Total Live Discharges,Total Medicare Payment Amount,Total Medicare Standard Payment Amount,White Hospice Beneficiaries,Zip Code
1,0,83,,SAN ANTONIO,30,,0.134,0.072,71,33,21,,,,,26,,,TX - San Antonio,41,,13,"GOOD SHEPHERD HOSPICE OF SAN ANTONIO, L.L.C.",0,100,0,671793,,67,0,0,0,,0,0.281,0.4,0.05,0.081,TX,4241 PIEDRAS DR. STE. 171,1137768,5668,,807508,862231,62,78228
1,,86.5,,SAN ANTONIO,71,12,0.311,0.156,119,,22,63,,,36,68,11,11,TX - San Antonio,48,0,31,BROOKDALE HOSPICE SAN ANTONIO,0,100,0,671700,87,12,0,0,,,19,0.257,0.413,0.04,0.06,TX,418 LIVE OAK WAY,3059613,15273,15,2221070,2370985,103,78240
1,,82.6,14,SAN ANTONIO,86,58,0.308,0.093,135,24,27,53,12,,0,14,13,,TX - San Antonio,49,61,46,GIRLING HOSPICE TEXAS BY HARDEN HEALTHCARE,,99,0,671615,,87,0,,40,0,,0.186,0.308,0.033,0.092,TX,4335 PIEDRAS DRIVE WEST,1150328,6125,113,885222,943371,59,78228
1,0,81.3,0,LAREDO,65,102,0.168,0.075,114,38,,38,,,13,31,14,39,TX - San Antonio,49,64,16,NURSES ON WHEELS OF LAREDO,0,99,0,671694,0,78,0,,27,0,,0.294,0.296,0.009,0.016,TX,6423 MCPHERSON RD STE 16 B,2300581,6894,,931531,1079581,12,78041
1,0,84.3,,BOERNE,112,11,0.25,0.131,162,26,43,57,16,,26,79,18,15,TX - San Antonio,50,23,26,ALAMO HOSPICE,,100,,671750,38,70,,,49,,,0.219,0.323,0.035,0.072,TX,118 WEST BANDERA,3140845,14571,19,2065270,2246023,150,78006
1,,80.8,16,SAN ANTONIO,116,40,0.45,0.13,169,31,32,58,11,14,55,95,23,16,TX - San Antonio,53,29,36,HEARTLAND HOSPICE SERVICES,,100,0,451651,48,83,,,27,,,0.235,0.413,0.062,0.089,TX,5368 FREDERICKSBURG RD SUITE 300,5311532,21451,36,3073447,3292599,108,78229
1,,83.9,,SAN ANTONIO,106,75,0.261,0.075,164,,34,58,16,12,51,96,,,TX - San Antonio,58,49,26,SAN ANTONIO GRACE HOSPICE LLC,0,99,0,671574,,153,0,0,,0,,0.177,0.281,0.027,0.044,TX,3201 CHERRY RIDGE STREET SUITE #B216,5268845,22096,37,3158919,3388100,82,78229
1,0,79.6,,SAN ANTONIO,60,39,0.381,0.186,129,55,21,14,,,30,62,,18,TX - San Antonio,69,,25,AMEDISYS HOSPICE OF SAN ANTONIO,,99,0,451738,,109,0,,,,,0.248,0.429,0.034,0.064,TX,5410 FREDRICKSBURG ROAD STE.310,3727071,13588,26,1963625,2095164,86,78229
1,0,81.7,,NEW BRAUNFELS,89,24,0.292,0.124,159,40,38,54,11,,28,70,14,26,TX - San Antonio,70,42,58,CIMA HOSPICE,,99,0,671650,26,75,,,50,0,,0.193,0.251,0.04,0.099,TX,300 LANDA,2672224,13521,15,1960856,2087466,131,78130
1,0,82.9,0,UVALDE,109,85,0.208,0.123,186,57,32,39,18,15,20,58,25,46,TX - San Antonio,77,81,39,UVALDE HOSPICE,0,99,219,451675,,127,0,12,46,,0,0.192,0.198,0.014,0.046,TX,1038 GARNER FIELD ROAD,2809084,11908,17,1639056,1889195,101,78801
1,,83,,FORT COLLINS,520,32,0.274,0.375,902,283,133,204,101,49,49,211,132,301,CO - Fort Collins,382,178,222,PATHWAYS HOSPICE - FORT COLLINS,,98,914,61516,89,378,134,0,289,,,0.307,0.491,0.071,0.106,CO,305 CARPENTER ROAD,14742432,40088,66,6617879,6696840,852,80525
1,0,81.1,,CHEYENNE,136,11,0.63,0.166,207,76,28,18,27,,,31,50,86,CO - Fort Collins,71,43,,CHEYENNE REGIONAL DAVIS HOSPICE CENTER,,98,196,531502,0,0,,0,0,,0,0.741,0.284,0.03,0.048,WY,6000 SYCAMORE ROAD,3152152,6094,27,960291,971757,194,82009
1,0,84.6,0,ESTES PARK,25,0,0.065,0.049,45,19,,,,,,12,,12,CO - Fort Collins,20,,,HOSPICE OF THE ESTES VALLEY,0,100,,61523,,27,0,0,0,,11,0.342,0.343,0.052,0.108,CO,555 PROSPECT AVE,515639,2059,,315609,315954,45,80517
1,,83.1,,LARAMIE,14,,0.221,0.158,36,16,,,,0,,,,,CO - Fort Collins,22,,,HOSPICE OF LARAMIE,0,100,0,531509,,27,0,0,0,,0,0.509,0.851,0.141,0.13,WY,"1262 NORTH 22ND STREET, UNIT A",474235,1450,,213648,222853,31,82072
1,57,81,708,JACKSONVILLE,3112,125,0.295,0.324,5476,1515,768,1027,553,520,684,1527,1093,1817,FL - Jacksonville,2364,1346,995,COMMUNITY HOSPICE OF NORTHEAST FLORIDA INC,37,94,16293,101500,389,1924,1709,353,1078,,,0.386,0.707,0.07,0.102,FL,4266 SUNBEAM ROAD,92499703,347546,250,61367056,65613958,4549,32207
1,,82.5,36,JACKSONVILLE,149,,0.24,0.118,241,46,27,87,27,26,50,122,28,21,FL - Jacksonville,92,77,55,HEARTLAND HOME HEALTH CARE AND HOSPICE,0,99,32,101549,58,110,0,,56,0,,0.285,0.392,0.051,0.085,FL,8130 BAYMEADOWS WAY W STE 201,5610389,24636,43,3573327,3823329,195,32256
1,,80.4,60,BRUNSWICK,256,,1.319,0.443,457,138,56,88,63,32,49,127,80,127,FL - Jacksonville,201,75,71,HOSPICE OF THE GOLDEN ISLES,,95,624,111505,,236,108,,13,36,52,1.422,0.844,0.028,0.045,GA,1692 GLYNCO PARKWAY,15406744,26793,24,4262111,4672135,387,31525
1,,77.9,30,WAYCROSS,132,,0.183,0.071,270,109,44,19,52,18,21,60,28,102,FL - Jacksonville,138,48,49,HOSPICE SATILLA OF MEM HOSP,,94,0,111517,,164,87,,,0,15,0.311,0.716,0.033,0.056,GA,808 EVERGREEN WAY,3281032,12775,20,2019051,2325936,239,31501
1,,77.9,94,BRUNSWICK,223,,0.3,0.142,407,121,59,95,61,18,49,132,53,70,FL - Jacksonville,184,79,106,HEARTLAND HOSPICE SERVICES- BRUNSWICK,,98,0,111644,,326,0,32,44,0,,0.284,0.336,0.065,0.075,GA,664 SCANTON ROAD SUITE 103,7392703,28566,39,4043618,4491142,307,31520
1,14,82,135,PORT ORANGE,1638,125,0.426,0.707,2945,757,587,579,331,254,329,897,437,889,FL - Ormond Beach,1307,620,1135,HALIFAX HEALTH HOSPICE OF VOLUSIA/FLAGLER,17,94,4703,101522,274,1300,811,101,420,,,0.498,1.137,0.055,0.079,FL,3800 WOODBRIAR TRAIL,61512951,184314,282,31163372,33757487,2654,32119
1,,80.8,72,ORMOND BEACH,605,48,0.203,0.143,1193,356,189,127,166,69,46,164,286,663,FL - Ormond Beach,588,239,382,FLORIDA HOSPITAL HOSPICECARE,,87,2457,101539,25,333,615,83,120,,,0.398,0.639,0.054,0.079,FL,770 W GRANADA BLVD STE 304,11752795,33357,107,6886955,7330440,1053,32174
1,,82.2,,HIAWATHA,381,,0.235,0.094,643,221,130,63,76,45,41,167,108,194,IA - Cedar Rapids,262,104,145,HOSPICE OF MERCY,,96,413,161512,52,252,107,35,149,48,0,0.391,0.337,0.069,0.095,IA,315 18TH AVENUE,14177676,30636,44,4820419,5143134,632,52233
1,,82.3,,CEDAR RAPIDS,343,,0.343,0.206,639,152,101,23,151,46,49,135,166,284,IA - Cedar Rapids,296,122,162,UNITYPOINT HOSPICE,,96,115,161516,54,158,,244,181,,0,0.301,0.348,0.086,0.122,IA,"290 BLAIRS FERRY ROAD NE, SUITE 100",10428465,28528,50,4643373,4964406,621,52402
1,0,85.1,,CEDAR RAPIDS,446,,0.234,0.149,691,117,122,221,61,40,117,272,130,146,IA - Cedar Rapids,245,245,99,HOSPICE COMPASSUS - NORTHEAST IOWA,,100,0,161566,109,101,,24,396,,60,0.204,0.307,0.036,0.097,IA,610 32ND AVENUE SW,16107598,57301,46,8231591,8868379,684,52404
1,0,83.5,0,MONTICELLO,72,,0.251,0.148,135,28,32,36,,,19,44,,29,IA - Cedar Rapids,63,32,24,ABOVE & BEYOND HOSPICE,,99,0,161581,15,46,0,12,,,57,0.339,0.499,0.046,0.148,IA,"818 WEST 1ST STREET, SUITE 301",2063599,9736,13,1419655,1525082,131,52310
1,0,85.7,0,STRAWBERRY POINT,,,0,0,29,,,,,,,,,,IA - Cedar Rapids,,,,SAINT JUDE HOSPICE,,100,0,161604,0,29,0,0,0,0,0,0,0,0,0,IA,101 ELKADER STREET,228250,913,,126369,139733,27,52076
1,0,86.4,,CEDAR RAPIDS,77,,0.233,0.141,109,18,13,30,,,11,40,,19,IA - Cedar Rapids,32,54,,CARE INITIATIVES HOSPICE - CEDAR RAPIDS,0,100,,161597,,,0,0,100,0,,0.267,0.37,0.059,0.09,IA,"3720 QUEEN COURT SW, SUITE 9",1484910,6890,15,986939,1058848,107,52404
1,,86.1,0,AMANA,60,0,0.259,0.145,95,21,21,24,11,,,29,14,22,IA - Cedar Rapids,35,21,19,ESSENCE OF LIFE HOSPICE,,100,0,161580,,24,0,,26,0,40,0.232,0.404,0.063,0.068,IA,3207 220TH TRAIL,1633242,5864,12,840422,905896,94,52203
1,0,82.6,0,MANCHESTER,54,0,0.169,0.11,97,37,12,16,,,,15,,38,IA - Cedar Rapids,43,24,17,HOSPICE OF COMFORT,0,99,11,161535,,39,0,,56,0,0,0.524,0.55,0.052,0.053,IA,613 WEST MAIN STREET,936286,2817,,393972,438397,97,52057
1,,84,33,LOMBARD,570,45,0.497,0.671,904,227,115,172,57,119,173,346,214,175,IL - Melrose Park,334,252,136,VITAS HEALTHCARE CORPORATION OF ILLINOIS,,97,522,141514,164,348,,57,334,,0,0.589,1.044,0.048,0.092,IL,"580 WATERS EDGE, SUITE 100",28913190,80407,68,14459477,13782851,808,60148
1,,82.8,,CAROL STREAM,490,19,0.254,0.147,825,321,116,111,109,70,61,166,98,329,IL - Melrose Park,335,95,107,CNS HOSPICE,,97,,141518,40,480,0,186,38,0,81,0.337,0.404,0.081,0.135,IL,690 E NORTH AVENUE,11205550,37176,39,6470001,6167649,784,60188
1,,84.6,72,GLEN ELLYN,955,19,0.259,0.14,1424,208,243,596,98,88,321,596,191,269,IL - Melrose Park,469,597,334,HARBOR LIGHT HOSPICE,,100,67,141569,227,241,0,,946,0,,0.25,0.275,0.047,0.107,IL,800 ROOSEVELT ROAD BLDG C STE 206,47519132,140781,97,20948737,21646061,1323,60137
1,,83.4,17,ELMHURST,213,13,0.203,0.081,364,130,49,38,53,31,,56,63,180,IL - Melrose Park,151,57,53,RESIDENTIAL HOSPICCE LLC,,95,0,141577,,187,29,88,0,,49,0.38,0.229,0.087,0.088,IL,855 NORTH CHURCH CT,2845051,10620,26,1993859,1906056,329,60126
1,,84.8,75,ADDISON,444,52,0.153,0.182,694,157,88,272,60,61,72,205,56,200,IL - Melrose Park,250,335,132,"FAMILY HOME HEALTH SERVICES, INC",,99,207,141622,55,162,43,20,414,0,0,0.157,0.303,0.019,0.035,IL,2171 EXECUTIVE DRIVE,12481978,41414,59,6992240,6682797,556,60101
1,,86.7,23,LOMBARD,382,13,0.204,0.102,527,78,51,226,42,40,88,178,90,127,IL - Melrose Park,145,260,103,"LEXINGTON HOSPICE SERVICES, LLC",,100,0,141624,0,111,0,,414,,0,0.177,0.162,0.032,0.074,IL,1300  S MAIN STREET,13711217,42192,23,6846116,6522120,485,60148
1,0,83.6,,ITASCA,21,,0.108,0.071,36,,,,,0,,,,,IL - Melrose Park,15,,,SOLACE HOSPICE & PALLIATIVE CARE INC,0,99,,141652,,22,0,0,,0,0,0.333,0.239,0.01,,IL,650 EAST DEVON AVENUE SUITE 188,542452,2194,,356662,339818,31,60143
1,0,89.7,0,SAINT CHARLES,69,0,0.37,0.207,95,16,16,43,,,12,29,,30,IL - Melrose Park,26,13,,COVENANTCARE HOSPICE,0,100,0,141639,15,18,0,0,51,0,11,0.376,0.471,0.052,0.155,IL,"3755 EAST MAIN STREET, SUITE 165",1911236,6033,,982934,934875,95,60174
1,,87.4,,LOMBARD,51,,1.201,0.296,81,19,11,28,,,,26,,18,IL - Melrose Park,30,15,16,COMPASSIONATE CARE HOSPICE,0,100,0,141649,0,78,0,0,,0,,0.228,0.33,0.085,0.186,IL,555 BUTTERFIELD ROAD STE 205,1131106,4541,,733573,699414,67,60148
1,0,83.7,13,MELROSE PARK,66,,0.157,0.118,115,44,19,15,,,,15,,48,IL - Melrose Park,49,12,21,GOTTLIEB HOSPICE PROGRAM,,90,0,141561,0,71,0,44,0,0,0,0.27,0.218,0.035,0.055,IL,905 WEST NORTH AVENUE,1321765,3383,12,709524,676672,96,60160
1,,83.5,70,WESTCHESTER,100,11,0.449,0.225,177,51,16,69,,21,28,68,,34,IL - Melrose Park,77,80,28,GENETIVA HOSPICE,,100,,141610,12,85,0,,74,0,,0.418,0.351,0.03,0.075,IL,"4 WESTBROOK CORPORATE CENTER, STE 620",3311941,13159,27,2128813,2027733,95,60154
1,,78.7,23,MELROSE PARK,73,21,0.291,0.11,151,101,16,11,,,,36,,28,IL - Melrose Park,78,23,29,LOYOLA UNIV CTR FOR HOME CR &,,99,0,141566,0,146,0,,,0,0,0.432,0.385,0.024,0.035,IL,701 W NORTH AVENUE,2290032,6284,15,1038268,990793,100,60160
1,,81.7,,COLUMBUS,584,,0.405,0.298,1021,302,192,204,113,72,112,280,138,262,IN - Indianapolis,437,295,164,OUR HOSPICE OF SOUTH CENTRAL INDIANA INC,,97,1329,151502,32,411,146,,406,,0,0.326,0.394,0.03,0.036,IN,2626 E 17TH ST,19014352,61754,58,9997361,10408835,999,47201
1,,81.4,102,INDIANAPOLIS,538,12,0.189,0.07,885,311,144,127,108,57,46,161,138,343,IN - Indianapolis,347,182,179,ST VINCENT HOSPICE,,93,1741,151507,11,386,283,19,149,0,37,0.37,0.35,0.07,0.092,IN,8450 N PAYNE RD STE 100,11639234,35400,57,6722126,6698694,759,46268
1,,80.5,,BLOOMINGTON,275,,0.208,0.116,516,185,96,44,46,40,41,115,105,191,IN - Indianapolis,241,109,90,INDIANA UNIVERSITY HEALTH HOSPICE,,94,0,151509,0,343,173,0,0,0,0,0.397,0.685,0.035,0.094,IN,619 W 1ST ST,7095086,25985,36,4316016,4618790,498,47403
1,0,76.9,104,INDIANAPOLIS,449,,0.033,0.019,876,428,133,21,123,39,53,184,132,314,IN - Indianapolis,427,153,212,INDIANA UNIVERSITY HEALTH HOSPICE,,98,0,151511,,638,,169,0,11,51,0.227,0.227,0.035,0.047,IN,1828 N ILLINOIS STREET,14305782,37440,74,5870645,6088133,754,46202
1,,79.6,,ANDERSON,188,,0.218,0.122,352,155,55,39,32,16,23,82,55,111,IN - Indianapolis,164,57,60,ST VINCENT HOSPICE - ANDERSON REGION,,98,0,151516,,244,0,71,24,0,,0.331,0.336,0.044,0.076,IN,2015 JACKSON ST,4630041,16330,24,2589500,2690056,333,46016
1,,79.9,,GREENWOOD,324,0,0.067,0.037,552,236,93,63,62,41,17,94,57,173,IN - Indianapolis,228,134,118,ST FRANCIS HOSPICE,,99,0,151523,,379,0,17,72,,74,0.259,0.217,0.058,0.096,IN,421 NORTH EMERSON,7511385,19471,68,3056104,3038107,539,46143
1,0,78.4,,RICHMOND,140,,0.179,0.065,287,130,51,13,42,12,13,39,39,134,IN - Indianapolis,147,54,43,REID HOSPITAL & HEALTH CARE SERVICES,,94,0,151524,,157,0,118,0,,11,0.198,0.171,0.037,0.053,IN,1100 REID PKWY STE 125,2135068,9316,24,1560531,1721368,276,47374
1,,78.3,,SEYMOUR,93,,0.228,0.15,190,67,25,13,31,15,13,42,39,58,IN - Indianapolis,97,39,50,SCHNECK MEDICAL CENTER HOSPICE,0,99,56,151529,,124,0,15,50,,0,0.323,0.306,0.021,0.042,IN,411 W TIPTON ST  PO BOX 2349,3139042,8474,,1217414,1344029,187,47274
1,,83.7,23,INDIANAPOLIS,170,,0.219,0.131,270,38,31,130,19,14,37,93,38,73,IN - Indianapolis,100,161,31,ASERACARE HOSPICE,0,100,11,151537,,34,0,0,224,0,,0.295,0.418,0.056,0.136,IN,"8910 PURDUE ROAD, SUITE 690",4002897,19689,32,2878341,3027024,245,46268
1,0,81.5,,GREENFIELD,105,,0.184,0.074,164,57,30,14,31,,,29,26,73,IN - Indianapolis,59,25,51,HANCOCK REGIONAL HOSPICE,,88,0,151547,0,91,0,72,,,0,0.295,0.205,0.03,0.063,IN,801 N STATE STREET,1649223,5351,,1025856,1038427,161,46140
1,,80.1,91,FISHERS,517,,0.102,0.044,917,335,220,92,109,71,44,126,90,445,IN - Indianapolis,400,176,218,COMMUNITY HOME HEALTH,,93,436,151554,12,414,,399,87,,,0.333,0.314,0.063,0.106,IN,9894 E 121ST ST,11885091,29649,52,5571565,5577945,815,46037
1,,80.4,53,INDIANAPOLIS,343,,0.234,0.16,556,168,118,119,53,35,93,219,63,71,IN - Indianapolis,213,212,104,SOUTHERNCARE INDIANAPOLIS,,99,0,151572,42,292,0,13,30,0,179,0.172,0.17,0.015,0.027,IN,6620 PARKDALE PLACE SUITE N,13957673,47086,87,7039509,7305546,496,46254
1,,83.1,28,INDIANAPOLIS,328,,0.28,0.148,524,85,124,160,61,27,108,232,67,86,IN - Indianapolis,196,217,85,HEARTLAND HOSPICE SERVICES,,100,0,151573,42,169,0,,304,,0,0.237,0.34,0.048,0.108,IN,931 E 86TH ST STE 208,12159104,51040,55,7805538,7862489,485,46240
1,0,81.5,,KOKOMO,397,,0.205,0.116,669,204,165,108,71,37,106,231,84,159,IN - Indianapolis,272,264,86,GUARDIAN ANGEL HOSPICE INC,,100,0,151577,22,342,0,15,85,0,205,0.212,0.311,0.045,0.064,IN,513 W LINCOLN RD,12505767,53421,41,7685371,8249249,655,46902
1,,82.7,34,INDIANAPOLIS,299,,0.395,0.181,493,110,84,120,40,75,90,197,64,89,IN - Indianapolis,194,210,67,GENTIVA HOSPICE,0,100,0,151586,57,170,0,,253,0,,0.248,0.297,0.058,0.111,IN,6431 S EAST ST,9510245,42241,62,6441934,6497319,454,46227
1,,83.1,21,MARION,276,,0.405,0.161,422,83,65,74,40,49,52,145,111,98,IN - Indianapolis,146,244,94,HEART TO HEART HOSPICE OF CENTRAL INDIANA LLC,,100,0,151587,,89,0,,296,0,32,0.123,0.214,0.03,0.071,IN,1385 N BALDWIN AVE,8581570,28790,41,4175783,4434103,389,46952
1,,81.6,26,KOKOMO,486,,0.266,0.115,844,175,185,203,110,51,150,354,120,163,IN - Indianapolis,358,232,137,GREAT LAKES CARING,,100,0,151591,129,412,,32,,0,266,0.164,0.241,0.032,0.051,IN,3115 SOUTH WEBSTER STREET,18577517,75251,108,11280618,11637991,811,46902
1,,81.1,26,AVON,114,,0.322,0.18,226,67,30,39,18,41,35,95,31,38,IN - Indianapolis,112,77,45,GENTIVA HOSPICE,,100,0,151594,17,101,0,,104,0,,0.229,0.237,0.043,0.063,IN,"6845 E US HWY 36, SUITE 550",4203463,19428,40,2989292,2990117,195,46123
1,0,82.8,,INDIANAPOLIS,202,,0.3,0.173,294,42,63,73,29,23,62,126,64,52,IN - Indianapolis,92,233,28,HOSPICE GROUP THE,,100,0,151596,,13,0,0,274,0,,0.361,0.324,0.027,0.053,IN,9190 PRIORITY WAY W DR STE 111,6208071,28404,16,4177021,4365558,282,46240
1,,82.5,69,DANVILLE,345,,0.311,0.15,569,141,77,185,62,48,54,180,56,145,IN - Indianapolis,224,309,160,HORIZON HOSPICE CARE INCORPORATED,,100,0,151597,17,123,,,122,0,297,0.386,0.298,0.057,0.105,IN,"252 MEADOW DRIVE, STE 6",11980402,34157,41,5300521,5272737,493,46122
1,,81.8,41,CARMEL,384,,0.3,0.135,631,128,173,128,80,49,118,289,73,90,IN - Indianapolis,247,188,101,PREMIER HOSPICE & PALLIATIVE CARE - INDIANA LLC,0,99,0,151599,134,303,,,140,0,47,0.235,0.274,0.029,0.053,IN,"11550 N MERIDIAN STREET, SUITE 375",12527510,61270,95,8948639,9447197,581,46032
1,,81.6,52,INDIANAPOLIS,220,,0.196,0.094,402,96,62,136,35,33,43,137,40,90,IN - Indianapolis,182,186,87,KINDRED AT HOME - HOSPICE- INDIANAPOLIS,0,100,0,151601,26,116,0,0,232,0,28,0.297,0.258,0.073,0.091,IN,2415 DIRECTORS ROW STE C,6625647,26287,44,4058685,4039782,345,46241
1,0,82.4,52,INDIANAPOLIS,370,,0.292,0.128,607,167,72,87,45,127,82,205,109,136,IN - Indianapolis,237,142,127,SEASONS HOSPICE & PALLIATIVE CARE OF INDIANA LLC,,99,418,151603,145,249,0,39,169,,,0.275,0.624,0.044,0.104,IN,8350 S EMERSON AVE #140,9797962,43438,56,6881729,6866218,550,46237
1,0,79.3,19,INDIANAPOLIS,,0,0.277,0.137,23,,,,,,,14,,,IN - Indianapolis,,,,ENTRUST HEALTH SERVICES INC COMMUNITY HOSPICE PROG,,100,0,151576,0,23,0,0,0,0,0,0.162,0.179,0.004,0,IN,"1100 WEST 42ND STREET, SUITE 225",792927,3728,,568965,573441,,46208
1,0,81.9,,INDIANAPOLIS,,0,0.313,0.087,28,,,,,,,16,,,IN - Indianapolis,,,11,FREEDOM HOSPICE INC,,100,0,151606,0,22,0,0,0,,,0.282,0.358,0.038,0.053,IN,"7215 E 21ST STREET, SUITE B",812599,2977,,451303,455509,24,46219
1,0,82.7,,GREENWOOD,23,0,0.32,0.156,38,15,,,,,0,12,,,IN - Indianapolis,15,,,VITAS HEALTHCARE CORPORATION MIDWEST,,100,0,151610,,32,0,0,,0,0,0.349,0.317,0.045,0.052,IN,3209 W SMITH VALLEY RD STE 214,554667,1756,20,268792,268128,29,46142
1,0,80.7,0,CONNERSVILLE,19,0,0.067,0.038,39,13,,,,,,12,,11,IN - Indianapolis,20,,11,FAYETTE REGIONAL HEALTH SYSTEM HOSPICE,0,100,0,151548,0,39,0,0,0,0,0,0.088,0.123,0.009,0.016,IN,420 W 24TH ST,556855,2257,,315195,346260,39,47331
1,0,80.4,,INDIANAPOLIS,50,0,0.229,0.136,88,35,15,,19,,,16,,24,IN - Indianapolis,38,12,24,PARADIGM LIVING CONCEPTS,,98,0,151611,,51,0,,0,0,20,0.234,0.259,0.099,0.128,IN,7520 E 88TH PLACE SUITE 101,683211,2917,,473091,471866,85,46256
1,0,80.1,,FRANKLIN,63,0,0.3,0.108,102,37,25,,19,,15,29,,22,IN - Indianapolis,39,27,18,AMERICARE HOSPICE,,99,50,151540,,68,0,,0,0,18,0.232,0.314,0.035,0.052,IN,1150 N MAIN ST STE A,1559778,6624,12,1052186,1045975,100,46131
1,0,81.7,15,CARMEL,63,,0.344,0.111,105,28,24,26,,,24,39,,16,IN - Indianapolis,42,19,30,NIGHTINGALE HOSPICE CARE INC,,100,0,151602,16,85,0,0,0,,,0.301,0.314,0.003,,IN,1036 S RANGELINE RD,11079971,9477,17,1403703,1450398,88,46032
1,,79.6,,MITCHELL,65,,0.303,0.119,110,44,29,,20,,22,47,,21,IN - Indianapolis,45,42,18,HOOSIER UPLANDS HOSPICE,,100,0,151556,0,108,0,,0,,0,0.295,0.236,0.032,0.06,IN,500 W MAIN ST,1779645,9914,21,1395764,1536396,107,47446
1,,81.5,0,NEW CASTLE,67,0,0.187,0.111,115,35,21,,13,27,,34,,33,IN - Indianapolis,48,36,16,HENRY COUNTY MEMORIAL HOSPITAL HOSPICE,,99,0,151564,,61,0,,42,0,0,0.268,0.229,0.053,0.046,IN,1007 N 16TH ST,2295570,6398,,908492,1003480,112,47362
1,0,81.9,,KOKOMO,102,,0.27,0.171,171,45,41,23,29,,32,73,23,42,IN - Indianapolis,69,25,21,SOUTHERNCARE KOKOMO,0,99,0,151585,34,79,,28,,0,24,0.184,0.258,0.01,0.05,IN,2985 S WEBSTER ST,4540379,14906,17,2204398,2370753,163,46901
1,,79.1,20,LAKE CHARLES,88,,0.365,0.15,179,52,36,37,21,12,22,57,21,42,LA - Lake Charles,91,42,16,AMEDISYS HOSPICE,,99,0,191534,,110,0,16,51,,0,0.266,0.406,0.031,0.04,LA,4017 COMMON STREET,3175633,12388,16,1673610,1939614,158,70607
1,0,78,35,LAKE CHARLES,125,,0.333,0.089,226,94,24,33,31,15,30,59,29,80,LA - Lake Charles,101,39,32,CHRISTUS HOSPICE & PALLIATIVE CARE ST PATRICK,,97,0,191604,,121,0,71,26,,0,0.259,0.346,0.024,0.053,LA,4444 LAKE STREET,5653786,14101,13,2060028,2380340,187,70605
1,,78.4,64,LAKE CHARLES,163,,0.187,0.062,295,55,35,81,49,49,50,102,26,73,LA - Lake Charles,132,93,54,"HARBOR HOSPICE OF LAKE CHARLES, LP",,94,382,191625,,146,69,11,58,,0,0.055,0.145,0.011,0.021,LA,2501 E PRIEN LAKE ROAD,4880844,24146,22,4025003,4637892,228,70601
1,,79.4,39,LAKE CHARLES,189,,0.222,0.085,357,116,56,96,41,15,55,133,33,69,LA - Lake Charles,168,77,55,HEART OF HOSPICE,0,99,,191642,,254,0,24,75,,0,0.226,0.23,0.024,0.046,LA,750 BAYOU PINES EAST SUITE A,7458995,28827,36,3872314,4487814,313,70601
1,0,75.4,16,LAKE CHARLES,16,0,0.348,0.091,29,,,,,,,13,,,LA - Lake Charles,13,,,HOSPICE CARE 2000,0,100,0,191598,0,28,0,,0,,0,0.096,0.263,0.013,0,LA,"1835 OAK PARK BOULEVARD, SUITE 101",757331,3167,,412813,480763,13,70601
1,0,79.5,14,LAKE CHARLES,98,,0.304,0.115,168,39,32,52,,,29,59,,36,LA - Lake Charles,70,51,24,SOUTHERNCARE LAKE CHARLES,,99,0,191573,18,80,,18,31,,20,0.171,0.248,0.028,0.053,LA,127 WILLIAMSBURG,3659982,14855,11,2000191,2318274,151,70605
1,,83.3,15,ADA,268,,0.36,0.165,430,115,70,80,37,77,86,177,51,77,MI - Grand Rapids,162,134,142,HOSPICE OF WESTERN MICHIGAN,,100,148,231510,75,185,0,16,127,27,0,0.222,0.311,0.058,0.134,MI,989 SPAULDING SE,8774329,39196,21,5795160,6073330,404,49301
