Number of Records,Agency Name,City,Distinct Users Non Lupa,Outlier Payments As A Percent Of Medicare Payment Amount Non Lupa,Provider Id,State,Street Address,Total Episodes Non Lupa,Total Hha Charge Amount Non Lupa,Total Hha Medicare Payment Amount For Lupas,Total Hha Medicare Payment Amount Non Lupa,Total Hha Medicare Standard Payment Amount Non Lupa,Total Lupa Episodes,Zip Code
1,PARADISE HOME CARE,RICHMOND,760,2,497628,VA,8900 THREE CHOPT ROAD,1320,3650649,49800,3344884,3391743,141,23229
1,ENCOMPASS HOME HEALTH OF VIRGINIA,RICHMOND,1580,2,497653,VA,"1606 SANTA ROSA ROAD, SUITE 109",2255,9270612,66631,7921721,8170578,198,23229
1,BESTCARE HOME CARE INC,WOODBRIDGE,657,2,497668,VA,"2070 OLD BRIDGE RD, SUITE 202",1184,4639660,42101,4177689,4204217,120,22192
1,KITTITAS VALLEY HOME HEALTH & HOSPICE,ELLENSBURG,258,2,507097,WA,401 E MT VIEW AVE STE 3,354,1134894,21824,942292,902632,53,98926
1,ST VINCENT HSPTL HOME HLTH,GREEN BAY,331,2,527132,WI,900 SOUTH WEBSTER AVE,425,1305939,44565,1137690,1154005,127,54301
1,RECOVER HEALTH OF WISCONSIN INC,BARABOO,493,2,527135,WI,414 BROADWAY SUITE 201,590,1913839,31969,2143236,2030827,82,53913
1,MEDITECH HOME HEALTH INC,VENTURA,162,2,557165,CA,4562 WESTINGHOUSE ST STE C,198,587242,26759,652676,531317,59,93003
1,"NORTH STAR HEALTHCARE, INC",WALNUT,300,2,557718,CA,667 BREA CANYON ROAD SUITE 28,478,1028982,28539,1372749,1174303,75,91789
1,"VALLEY BAPTIST HOME HEALTH, AN AMEDISYS PARTNER",HARLINGEN,286,2,677049,TX,2422 EAST TYLER AVENUE SUITE A,393,1378269,13551,1133041,1268217,44,78550
1,ADVANCED HOME HEALTH SERVICES,SEGUIN,1011,2,677247,TX,200 S AUSTIN,2806,8514974,24919,8027692,8584275,86,78155
1,HOMECARE PLUS,MIDLAND,122,2,677296,TX,501 ANDREWS HWY,336,858365,16928,869903,838853,47,79701
1,INTERIM HEALTHCARE,SAN ANTONIO,556,2,677504,TX,6800 PARK TEN BLVD STE 270 -W,833,2166697,21604,2337707,2539070,74,78213
1,URESTI SENIOR ASSISTANCE,KINGSVILLE,315,2,677517,TX,830 WEST KING,1009,2238212,18854,2313715,2626556,67,78363
1,STEPHENS HEALTH CARE INC,STEPHENVILLE,322,2,677624,TX,711 NORTH GRAHAM,676,1547038,12914,1826529,2086135,46,76401
1,GUARDIAN HEALTHCARE,SAN SABA,428,2,677712,TX,301 EAST WALLACE SUITE 201,929,2690031,31998,2334888,2578708,114,76877
1,COOPER HOME HEALTH INC,COOPER,422,2,677908,TX,51 NORTH SIDE SQUARE,1401,2999643,15119,3576935,3918346,51,75432
1,REVIVE HOME CARE INC,EL PASO,447,2,677916,TX,1393 GEORGE DIETER STE B,622,2006237,15251,2100106,2367482,49,79936
1,BRM HOME HEALTH PLLC,HARLINGEN,630,2,677922,TX,2805 S EXPRESSWAY 83 STE C,1947,3978607,21397,4218948,4734267,76,78550
1,COMPASSION HOME CARE,AMARILLO,371,2,677943,TX,2701 S GEORGIA SUITE 3,846,2460663,15837,2233123,2502218,54,79109
1,HOME HEALTH RESOURCES INC,HOUSTON,993,2,678279,TX,"18338 KINGSLAND BOULEVARD, SUITE #100",1451,3817957,70130,4810799,4830898,215,77094
1,GRAYSON COUNTY HOME HEALTH,SHERMAN,404,2,679015,TX,1515 S SAM RAYBURN,1171,3195327,18284,3496754,3885540,62,75090
1,HOME CARE NETWORK WEST INC,FORNEY,602,2,679095,TX,763 E HWY 80 SUITE 220,1802,4668847,32585,5269637,5361134,106,75126
1,ANGELS ABOVE US INC,LIBERTY,663,2,679125,TX,721 MAIN STREET,2136,4617814,32150,5498339,5602297,108,77575
1,TEXAS HOME HEALTH SKILLED SERVICES,COLLEGE STATION,1045,2,679189,TX,1605 ROCK PRAIRIE ROAD SUITE #206,2259,5014564,50716,5742498,6210488,151,77845
1,ANGELS CARE HOME HEALTH OF DALLAS,FORNEY,388,2,679283,TX,104 E US HWY 80 SUITE #190,941,1955335,26672,2465732,2585485,91,75126
1,HAVEN HOME HEALTH LLC,DALLAS,1641,2,679291,TX,12160 NORTH ABRAMS RD SUITE 100,1907,6534205,34834,6562928,6614635,76,75243
1,HOME CARE CONNECTIONS,UVALDE,267,2,679303,TX,1012 GARNER FIELD ROAD,439,1642388,13933,1216271,1349672,51,78801
1,EXPEDIENT HOME HEALTH CARE,ROCKWALL,420,2,679377,TX,2305 RIDGE ROAD SUITE 205,970,2657546,20130,3520439,3559824,64,75087
1,A P HOME HEALTH CARE SERVICES LLC,HOUSTON,230,2,679663,TX,10190 OLD KATY ROAD SUITE 415,373,1201690,14368,1208576,1214059,44,77043
1,MY MORNING STAR HOME CARE INC,PHARR,547,2,679776,TX,300 E NOLANA LOOP STE A,2075,4019856,18915,4646795,5176983,71,78577
1,HOME NURSING,ODESSA,201,2,747112,TX,6010 E HWY 191 SUITE 235,429,1237930,18179,1162173,1213366,56,79762
1,NORTHEAST HEALTHCARE SERVICES INC,SACHSE,370,2,747655,TX,3509 TEXAS DRIVE,809,3566279,18493,2318796,2366794,63,75048
1,SOUTHEAST ARKANSAS HOME HEALTH AGENCY,MCGEHEE,57,2,47008,AR,901 SOUTH THIRD STREET,127,268560,,235206,287153,,71654
1,GREENE COUNTY HEALTH UNIT,PARAGOULD,33,2,47823,AR,200 NORTH SECOND,61,182444,,130042,156931,,72450
1,LEE COUNTY HEALTH UNIT,MARIANNA,40,2,47833,AR,141 NORTH HICKY STREET,69,226484,,141631,170928,,72360
1,LINCOLN COUNTY HEALTH UNIT,STAR CITY,28,2,47834,AR,214 SOUTH LINCOLN,38,94690,,76098,90138,,71667
1,PERRY COUNTY HEALTH UNIT,PERRYVILLE,28,2,47845,AR,1039 NORTH FOUCHE AVENUE,43,131626,,121228,135680,,72126
1,ALOHA HEALTHCARE,MONTEREY PARK,30,2,58083,CA,"428 S ATLANTIC BLVD, SUITE 305",61,167245,,190585,160599,,91754
1,CARE UNLIMITED HEALTH SERVICES,GLENDORA,107,2,58116,CA,1025 WEST ARROW HIGHWAY SUITE 105,158,467476,,477442,410154,,91740
1,HOME CARE PROMINENCE,LOS ANGELES,58,2,58192,CA,5808 MONTEREY ROAD,129,354503,,375293,319088,,90042
1,RC HOME HEALTHCARE INC,UPLAND,78,2,58342,CA,600 N MOUNTAIN AVENUE STE B202,276,411507,,867810,735837,,91786
1,"ADVENT HEALTHCARE SERVICES, INC",WEST COVINA,70,2,58466,CA,"2707 E VALLEY BLVD, SUITE 306",80,150429,,235169,203734,,91792
1,"LIBERTY HOME HEALTH CARE, INC",GLENDALE,100,2,58471,CA,"125 E GLENOAKS BLVD, UNIT 104",191,409911,,693604,584731,,91207
1,"SANROSE HOME HEALTH SERVICES, INC",PALM SPRINGS,133,2,59025,CA,"1080 N INDIAN CANYON DRIVE, STE #205",147,315730,,456952,411302,,92262
1,STAR MED HOME HEALTH CARE,RANCHO CUCAMONGA,107,2,59034,CA,10535 FOOTHILL BLVD #270,230,489259,,688420,594808,,91730
1,"BLUE SKY HOME HEALTH CARE, INC",NORTHRIDGE,126,2,59126,CA,"18531 ROSCOE BLVD, SUITE 208",218,604790,,918954,771290,,91324
1,CONCIERGE HEALTH CARE SERVICES,SAN JOSE,11,2,59157,CA,"333 W SAN CARLOS STREET, SUITE 1680",14,48338,,49121,31522,,95110
1,"EASTERN HOME HEALTH, INC",TORRANCE,82,2,59160,CA,"2463 W TORRANCE BLVD, STREET, SUITE C & D",183,462615,,592473,505282,,90501
1,"HEALTHY LIFE HOME HEALTH CARE, INC",VAN NUYS,230,2,59174,CA,"7136 HASKELL AVE, SUITE 210",405,1020836,,1328879,1119837,,91406
1,"ELAN HOME HEALTH, INC",LOS ANGELES,178,2,59199,CA,"1096 N WESTERN AVE, STE 207",447,1038887,,1729453,1451080,,90029
1,"CAREWELL HOME HEALTH, INC",GARDEN GROVE,156,2,59224,CA,"12630 BROOKHURST ST, SUITE E",282,669141,,886191,762440,,92840
1,"DREAM HOME HEALTH CARE, INC.",NORTHRIDGE,379,2,59278,CA,"7617 LOUISE AVENUE, SUITE B",531,1273770,,1851147,1562078,,91325
1,COMPANION HOME HEALTH CARE CORPORATION,DOWNEY,26,2,59299,CA,"8130 FLORENCE AVE, STE 150",33,59822,,108528,91427,,90240
1,"ALSA HOME HEALTH CARE, INC",PASADENA,182,2,59304,CA,"130 COOK AVENUE, SUITE 102",315,662745,,1044134,884483,,91107
1,TEAM NURSES HOME HEALTH SERVICES,SAN BERNARDINO,91,2,59319,CA,1815 NORTH D STREET,296,703554,,796988,706830,,92405
1,"FAITH & HOPE HOME HEALTH, INC.",BURBANK,150,2,59351,CA,"144 SOUTH FIRST ST., STE. 200A",236,828968,,738940,625763,,91502
1,"ADVANCED HOME CARE SERVICES, INC",WEST COVINA,38,2,59416,CA,"1335 SOUTH AZUSA AVE, SUITE 216",68,212236,,208036,180991,,91791
1,"PRECISE HOME HEALTH CARE, INC.",N HOLLYWOOD,61,2,59433,CA,"5032 LANKERSHIM BLVD., STE 6",73,176319,,271280,228909,,91601
1,"POMONA VALLEY HOME CARE, INC",SAN DIMAS,15,2,59486,CA,1109 VIA VERDE,17,49819,,59923,50756,,91773
1,NATIONAL HEALTHCARE,STOCKTON,26,2,59500,CA,2313 WEST ALPINE AVENUE SUITE 2,26,65100,,84293,72092,,95204
1,BENT COUNTY PUBLIC HEALTH,LAS ANIMAS,39,2,67015,CO,701 PARK AVENUE,47,110244,,168577,160132,,81054
1,HILLTOP COMMUNITY RESOURCES,GRAND JUNCTION,72,2,67059,CO,1620 HERMOSA AVE #62,91,274411,,279898,293031,,81506
1,KIT CARSON COUNTY MEMORIAL HOSPITAL HOME HEALTH,BURLINGTON,55,2,67140,CO,286 16TH ST,65,156996,,198278,188897,,80807
1,INTERIM HEALTHCARE,LOUISVILLE,83,2,67483,CO,"325 W SOUTH BOULDER RD, #4",94,220727,,287700,277639,,80027
1,PREFERRED HOME CARE PROVIDERS,WESTMINSTER,44,2,67491,CO,2701 W 84TH AVE STE 201,55,167135,,209022,200617,,80031
1,ALWAYS BEST CARE COLORADO INC,LAKEWOOD,34,2,67497,CO,2201 KIPLING STREET G2,44,137730,,163568,156506,,80215
1,HEALTH AT HOME,BRANFORD,56,2,77216,CT,163 CEDAR STREET,90,291580,,266049,239173,,06405
1,SEABURY HOME CARE,BLOOMFIELD,89,2,77227,CT,200 SEABURY DRIVE,132,367744,,390104,364179,,06002
1,MEDICOR HEALTHCARE INC,TAMPA,16,2,103100,FL,3403 W WATERS AVE,30,73165,,77370,83279,,33614
1,PALMS HOME CARE,TAMPA,106,2,107120,FL,4144 NORTH ARMENIA AVE STE 230,125,317914,,339366,365828,,33607
1,LIFE CARE AT HOME,LAUDERHILL,92,2,107188,FL,4291 ROCK ISLAND RD STE HH1,137,323430,,379047,367384,,33319
1,FLORIDA FIRST CARE INC,PALATKA,80,2,107556,FL,6050 ST JOHNS AVE   STE 4,93,218729,,220902,249575,,32177
1,"TOTAL NURSING SERVICES, INC.",MIAMI,99,2,107769,FL,5951 NW 173 DR STE 11,123,303877,,389517,383232,,33015
1,"TENDER CARE HOME HEALTH SERVICES, CORP.",MIRAMAR,42,2,108099,FL,14601 HOTEL RD UNIT B1C STE 107,64,368223,,201366,195151,,33027
1,CAPRI HOME CARE,SPRING HILL,56,2,108185,FL,13105 SPRING HILL DR,106,322328,,312703,336742,,34609
1,USA HOME HEALTH CARE AGENCY INC,MIAMI,372,2,108431,FL,14850 SW 26TH ST  STE 105,541,972818,,2473378,2442850,,33184
1,"HOME HEALTH CONNECTION, INC",WESLEY CHAPEL,156,2,109141,FL,2253 GREEN HEDGES WAY SUITE 102,484,1450302,,1414650,1523314,,33544
1,"OUTSTANDING HOME HEALTH CARE, INC.",MIAMI,319,2,109161,FL,4345 SW 72 AVENUE #G,373,686902,,1802799,1782795,,33155
1,FIRST START HOME HEALTH CARE INC,MIAMI,232,2,109242,FL,9995 SW 72 ST  STE 205,268,594017,,1379639,1356713,,33176
1,IDEA HOME HEALTH CARE INC,VIRGINIA GARDENS,206,2,109368,FL,6595 NW 36TH ST  STE 309,223,409583,,985132,965627,,33166
1,"LAKEVIEW TERRACE HOME HEALTH SERVICES, L.L.C.",ALTOONA,62,2,109382,FL,110 LODGE TERR DR,89,230414,,235155,251027,,32702
1,LUTHERAN HAVEN HOME HEALTHCARE,OVIEDO,138,2,109384,FL,2041 WEST STATE ROAD 426,231,739780,,687914,739941,,32765
1,"DPS HOME HEALTH AGENCY, INC.",WEST PALM BEACH,65,2,109499,FL,5725 CORPORATE WAY STE 201,84,164249,,220805,225154,,33407
1,AGING PARADISE INC,OAKLAND PARK,72,2,109502,FL,1620 W OAKLAND PARK BLVD STE 203,114,505061,,354329,343252,,33311
1,OPTIMA HOME HEALTH INC,TAMPA,19,2,109531,FL,13139 W LINEBAUGH AVE UNIT 201,63,221025,,231539,248204,,33626
1,MB HOME HEALTH CARE INC,MIAMI,386,2,109593,FL,14750 SW 26 STREET SUITE 116,461,994301,,2349652,2322215,,33185
1,ACCURATE HEALTH SERVICES CORP,TAMPA,182,2,109729,FL,7523 W WATERS AVENUE,356,962654,,1213147,1308164,,33615
1,"ANNA HOME HEALTH AGENCY, CORP.",JACKSONVILLE,107,2,109739,FL,8130 BAYMEADOWS CIR W  STE 204,172,266860,,397399,433220,,32256
1,ALLIANCE A+ HOME CARE,ORLANDO,33,2,109756,FL,1239 MOUNT VERNON STREET,45,227659,,136289,145340,,32803
1,WAILAI HOME HEALTH SERVICES,CHICAGO,63,2,147840,IL,"4554 NORTH BROADWAY, SUITE 312",235,593279,,569561,540966,,60640
1,AAT HOME HEALTHCARE D/B/A PARAMOUNT HOME HEALTH,BANNOCKBURN,25,2,147935,IL,2209B LAKESIDE DRIVE SUITE 2209B,26,54937,,64348,61226,,60015
1,"IMMANUEL HOME CARE SERVICES, INC",CHICAGO,50,2,148038,IL,"712 E 47TH ST, STE 100-102E",100,371547,,268765,254979,,60653
1,"NEW BEGINNINGS HOME HEALTH CARE, INC",PALOS PARK,20,2,148312,IL,13011 SOUTH 104TH AVE SUITE 205,37,91925,,107217,101804,,60464
1,"CENTER FOR HOSPICE AND PALLIATIVE CARE INC, THE",SOUTH BEND,43,2,157067,IN,111 SUNNYBROOK CT,59,109703,,127086,133314,,46637
1,BMO HOME HEALTH CARE INC,GARY,13,2,157496,IN,1970 GRANT ST,26,80266,,62043,65255,,46404
1,VALCO HEALTHCARE SERVICES INC,INDIANAPOLIS,24,2,157641,IN,"1050 E86TH ST, ,SUITE 55-B",26,68283,,79974,80238,,46240
1,LEE COUNTY HEALTH DEPT COMM NU,FORT MADISON,36,2,167055,IA,2218 AVENUE H SUITE A,48,116124,,138324,153612,,52627
1,AUDUBON COUNTY PHNS,AUDUBON,37,2,167083,IA,318 LEROY STREET,52,86910,,101188,112663,,50025
1,F M C H HOME HEALTH CARE,FORT MADISON,123,2,167281,IA,"5445 AVENUE O, SUITE 114",183,1449530,,500337,556556,,52627
1,ADVANCED HOME HEALTH CARE INC,BURLINGTON,118,2,167283,IA,1525 MOUNT PLEASANT STREET,185,649980,,594527,660871,,52601
1,FAMILY CARE SOLUTIONS LC,BETTENDORF,23,2,167306,IA,3411 DEVILS GLEN ROAD,28,125314,,101108,107232,,52722
1,"OPEN ARMS HOME HEALTH CARE, L L C",DUBUQUE,11,2,167324,IA,3390 LAKE RIDGE DRIVE,13,29921,,35956,40050,,52003
1,NURSE FORCE INC,WEST DES MOINES,146,2,167400,IA,2900 WESTOWN PARKWAY STE 200,238,769909,,843714,866594,,50266
1,LUTHERAN HOME HEALTH AGENCY,VINTON,45,2,167410,IA,1413 2ND AVENUE,52,146976,,145410,157833,,52349
1,HARPER COUNTY HHA,ANTHONY,33,2,177023,KS,123 N JENNINGS,43,81157,,100554,114454,,67003
1,SUMNER COUNTY HOME HEALTH AGENCY,WELLINGTON,57,2,177062,KS,217 W 8TH STREET SUITE 2,65,164749,,189282,209628,,67152
1,CLAY COUNTY HOME HEALTH AGENCY,CLAY CENTER,39,2,177072,KS,820 SPELLMAN CIRCLE,54,132732,,131801,148876,,67432
1,PROFESSIONAL HOME HEALTH SERVICES,HAYS,52,2,177212,KS,1307 LAWRENCE DRIVE,80,163328,,171089,194852,,67601
1,HEALTH AT HOME,PRAIRIE VILLAGE,121,2,178079,KS,8101 MISSION  ROAD,201,753474,,624030,642662,,66208
1,CAPUANO HOME HEALTH CARE  INC,EAST LONGMEADOW,30,2,227433,MA,265 BENTON DRIVE #  201,41,108661,,115807,112022,,01028
1,DIVINE HEALTH LLC,MARLBOROUGH,60,2,227501,MA,910 BOSTON POST ROAD SUITE 320,132,409950,,439414,395515,,01752
1,NEIGHBORHOOD HOME CARE LLC,LYNN,44,2,227517,MA,"145 MUNROE STREET, SUITE 407",100,209090,,209915,192396,,01902
1,"STANDARDS CARE STAFFING, INC",BEVERLY,13,2,227525,MA,100 CUMMINGS CENTER,38,110657,,95071,85789,,01915
1,"CENTRAL HOME HEALTH CARE, INC",NEWTON UPPER FALLS,83,2,227532,MA,90 OAK STREET SUITE 405,345,722773,,1007261,885160,,02464
1,"HOME AGAIN HEALTH CARE, LLC",WOBURN,50,2,227555,MA,"600 WEST CUMMINGS PARK, SUITE 1225",61,213900,,227897,211760,,01801
1,PATHWAYS HEALTHCARE,QUINCY,42,2,227569,MA,400 CROWN COLONY DRIVE SUITE 202,45,128100,,127975,110059,,02169
1,SCHOOLCRAFT MEMORIAL HOMECARE AND HOSPICE,MANISTIQUE,171,2,237279,MI,131 SOUTH CEDAR STREET,299,1030300,,691340,759081,,49854
1,COVENANT HOME CARE,BLOOMFIELD HILLS,31,2,237648,MI,4066 TELEGRAPH ROAD 1A,55,254934,,152495,159029,,48302
1,OHIOANS HOME HEALTHCARE,LAMBERTVILLE,58,2,239285,MI,"8336 MONROE ROAD, RM206",83,320966,,269632,303676,,48144
1,MILLE LACS HOME CARE,ONAMIA,55,2,247194,MN,200 ELM STREET NORTH,69,184764,,175219,181687,,56359
1,CENTRACARE HEALTH SYSTEM - SAUK CENTRE HOME CARE,SAUK CENTRE,79,2,247256,MN,425 NORTH ELM STREET,87,168757,,204958,192812,,56378
1,ST ELIZABETH HOME HEALTH CARE,WABASHA,24,2,248028,MN,1200 GRANT BLVD WEST,37,137445,,84960,82936,,55981
1,SHANNON COUNTY HOME HEALTH AGENCY,EMINENCE,53,2,267019,MO,P O BOX 788,72,202698,,174810,207174,,65466
1,MONTGOMERY COUNTY HEALTH DEPARTMENT,MONTGOMERY CITY,51,2,267093,MO,400 NORTH SALISBURY,56,92468,,121268,143728,,63361
1,"ESSENTIAL HOMECARE, INC",SAINT LOUIS,50,2,267557,MO,9191 WEST FLORISSANT AVENUE  SUITE 208,61,154494,,157193,164029,,63136
1,OZIK HOME CARE INC,SAINT LOUIS,16,2,267596,MO,"3470 HAMPTON AVENUE, SUITE 103",43,148686,,91714,95024,,63139
1,JOHNSON CO HOSPITAL HOME HEALTH SERVICES,TECUMSEH,42,2,287073,NE,"202 HIGH STREET, P O BOX 216",54,109633,,143061,153373,,68450
1,YORK GENERAL HOSP HOME HEALTH,YORK,121,2,287101,NE,2319 N LINCOLN AVENUE,162,400040,,505586,543580,,68467
1,ROYALE HEALTH SYSTEMS INC,LAS VEGAS,149,2,297097,NV,8685 SOUTH EASTERN AVE STE A,336,1117761,,1141690,974459,,89123
1,FIRST CHOICE HOME HEALTHCARE LLC,LAS VEGAS,166,2,297105,NV,"2995 SOUTH JONES BLVD, SUITE A",319,860930,,1025388,878830,,89146
1,EBONNY HOME HEALTH AGENCY,LAS VEGAS,230,2,297141,NV,1101 N DECATUR BLVD,408,1078294,,1590823,1363180,,89108
1,INTERIM HEALTHCARE,PORTALES,134,2,327190,NM,1608 SPRUCE STREET #700,217,549533,,586272,621793,,88130
1,"ACCESS HOME HEALTH, LLC",ALAMOGORDO,96,2,327194,NM,1211 8TH ST STE A,190,738419,,629005,666724,,88310
1,GREENE CO PUBLIC HEALTH NURSING SVC CHHA,CATSKILL,36,2,337050,NY,411 MAIN STREET,51,95564,,100232,110509,,12414
1,"JEWISH HOME LIFECARE,WEINBERG CAMPUS,BRONX LTHHCP",BRONX,120,2,337185,NY,2900 EXTERIOR STREET 2ND FLOOR,161,634840,,633139,516254,,10463
1,MEDINA MEMORIAL HLTH CARE SYS LTHHCP,MEDINA,22,2,337222,NY,200 OHIO STREET,53,156212,,127968,139464,,14103
1,FAMILY CARE CERT SERVICES OF BROOKLYN QUEENS,BROOKLYN,59,2,337264,NY,1414  UTICA  AVENUE,81,202336,,225936,186079,,11203
1,ELANT AT GOSHEN INC LTHHCP,NEWBURGH,83,2,337417,NY,31 CERONE PLACE,145,550150,,762423,652850,,12550
1,NOBLE COUNTY HOME HEALTH AGENCY,CALDWELL,43,2,367021,OH,44069 STATE ROUTE 821,87,217937,,225815,247721,,43724
1,INTERIM HEALTH CARE OF DAYTON,DAYTON,38,2,367165,OH,"30 WEST RAHN ROAD, SUITE 2",73,142602,,180397,192143,,45429
1,HOME CARE NETWORK INC,BOARDMAN,14,2,367329,OH,"755 BOARDMAN CANFIELD ROAD, UNIT F2",35,90230,,83796,95003,,44512
1,PRIVATE DUTY OF VNA,VAN WERT,21,2,367570,OH,1157 WESTWOOD DRIVE,38,101801,,90627,97910,,45891
1,JUDSON HOME CARE,CINCINNATI,16,2,367608,OH,2373 HARRISON AVENUE,74,163890,,193336,199186,,45211
1,"SERENITY HOME HEALTH CARE SERVICES, LLC",COLUMBUS,26,2,368021,OH,2505 WOODLEY ROAD,41,122609,,97340,101340,,43231
1,"MIRACLE HEALTH CARE, LLC",COLUMBUS,51,2,368032,OH,"3245 EAST LIVINGSTON AVENUE, SUITE 200",195,665474,,409327,423409,,43227
1,PLATINUM HOME HEALTH SERVICES,MAYFIELD HEIGHTS,107,2,368135,OH,"5813 MAYFIELD ROAD, SUITE 201",185,585363,,590259,642754,,44124
1,"BUCKEYE HOME HEALTHCARE, INC",COLUMBUS,25,2,368173,OH,"2999 EAST DUBLIN GRANVILLE ROAD, SUITE 102",86,198737,,173701,185249,,43231
1,"VISITING NURSE ASSOCIATION, INC",DAYTON,18,2,368176,OH,"222 SALEM AVENUE, SUITE 2A",29,61258,,82582,88323,,45406
1,AMARA HOME CARE,BEDFORD HEIGHTS,26,2,368199,OH,5285 NORTHFIELD ROAD,50,142013,,142401,152320,,44146
1,AMBASSADOR HOME HEALTH SERVICES,REYNOLDSBURG,36,2,368201,OH,6954 AMERICANA PARKWAY,56,156998,,165682,168004,,43068
1,HERITAGE HEALTH CARE,KETTERING,59,2,368220,OH,"1201 EAST DAVID ROAD, SUITE 206",84,449925,,258087,276182,,45429
1,"HOME DELIVERY HEALTHCARE, LLC",LISBON,51,2,368257,OH,840 NORTH MARKET STREET,69,183077,,193411,211891,,44432
1,"ALTERNATE SOLUTIONS HOMECARE 10, LLC",BLUE ASH,29,2,368270,OH,"4340 GLENDALE-MILFORD ROAD, SUITE 100",39,110078,,114263,117835,,45242
1,"ALTERNATE SOLUTIONS HOMECARE 12, LLC",BLUE ASH,33,2,368280,OH,"4340 GLENDALE-MILFORD ROAD, SUITE 100 E",53,166887,,178366,184729,,45242
1,"SANCTUARY SKILLED HOME HEALTH CARE, LLC",DOVER,42,2,368303,OH,860 EAST IRON AVENUE,50,122105,,150942,166594,,44622
1,"GOLDEN RULE HOME HEALTH CARE, LLC",COLUMBUS,36,2,368311,OH,"5150 EAST MAIN STREET, SUITE 204",107,230565,,262303,265873,,43213
1,"IMA CARE, INC",AURORA,30,2,368322,OH,"145 CAMBRIDGE DRIVE, SUITE 101",61,130850,,122643,130559,,44202
1,"CAMBRIDGE HOME HEALTH CARE, INC",SPRINGFIELD,84,2,368327,OH,1130 VESTOR AVENUE,181,412002,,466904,497720,,45503
1,"OPTIMUM HOME HEALTH CARE, LLC",WORTHINGTON,24,2,368359,OH,5900 NORTH HIGH STREET SUITE 210,75,153722,,145953,147161,,43085
1,"OHIO FIRST HOME HEALTHCARE, INC",CINCINNATI,21,2,368370,OH,"8075 READING ROAD, SUITE 202",77,262773,,142360,147036,,45237
1,"GREATER CLEVELAND HOME HEALTH CARE, INC",INDEPENDENCE,20,2,368378,OH,5755 GRANGER ROAD SUITE 425,31,86611,,73156,77668,,44131
1,"HERITAGE HOME HC OF ELYRIA, ROCKY RIVER & MEDINA",ROCKY RIVER,21,2,368414,OH,20800 CENTER RIDGE RD 100,26,78134,,91753,98204,,44116
1,ADDISON HOME HEALTH SERVICES LLC,MORAINE,17,2,368434,OH,3460 S DIXIE HWY,40,81570,,80318,85218,,45439
1,MEDICAL CENTER OF SOUTHEASTERN OKLAHOMA HOME HEALT,DURANT,68,2,377078,OK,702 BRYAN DRIVE,204,1309029,,550176,639674,,74701
1,"NEWMAN MEMORIAL HOSPITAL, INC",SHATTUCK,39,2,377110,OK,905 SOUTH MAIN ST,92,195888,,196703,229257,,73858
1,"FRONTLINE HOME HEALTH, INC",OKLAHOMA CITY,20,2,377709,OK,"1900 N MACARTHUR BLVD, SUITE 101",70,195150,,136146,148783,,73127
1,GATEWAY HOME HEALTH CARE,HEAVENER,27,2,377760,OK,305 MAIN STREET,67,126083,,142972,171218,,74937
1,"INTERIM HEALTHCARE SERVICES, INC",ALLENTOWN,25,2,397202,PA,5925 TILGHMAN STREET SUITE 150,33,76513,,99686,106823,,18104
1,ANEW HOME HEALTH AGENCY,INDIANA,71,2,397764,PA,AIRPORT OFFICE & PROF CENTER BLDG 2  OFFICE 223,132,474005,,376641,415172,,15701
1,CELTIC HEALTHCARE OF WESTMORELAND,PERRYOPOLIS,29,2,398069,PA,PERRY-O-PLAZA 3367 PITTSBURGH RD SUITE 101,61,200182,,144861,162573,,15473
1,FREEDOM HOME CARE LLC,EIGHTY FOUR,47,2,398089,PA,112 BUTTERNUT COURT,91,278150,,256589,283990,,15330
1,NIGHTINGALE HOME HEALTHCARE OF WESTERN PENNSYLVANI,MONROEVILLE,49,2,398098,PA,2790 MOSSIDE BLVD SUITE 235,98,387484,,298036,334249,,15146
1,PHILADELPHIA HOME CARE AGENCY INC (PHCA),HUNTINGDON VALLEY,214,2,398103,PA,78A TRACY ROAD,464,1680121,,1739126,1634265,,19006
1,"ADVANTAGE HOME HEALTH SERVICES, LLC",ALTOONA,31,2,398137,PA,"615 HOWARD AVENUE, SUITE 213",61,248350,,195219,218646,,16601
1,REGAL HOME HEALTH CARE SERVICES,BENSALEM,31,2,398194,PA,501 CAMBRIA AVENUE #116,48,108628,,107117,100750,,19020
1,YMC HOME CARE,YANKTON,44,2,437045,SD,1104 W 8TH ST POST OFFICE  BOX 706,47,45407,,99911,112965,,57078
1,CAPROCK HOME HEALTH SERVICES INC,EL PASO,41,2,457384,TX,11180 LA QUINTA,59,179365,,183600,207535,,79935
1,UPHILL HOME HEALTH INC,HOUSTON,77,2,457853,TX,7447 HARWIN  205,213,917602,,564220,594463,,77036
1,PULSE HOMECARE,BEAUMONT,44,2,457884,TX,85 INTERSTATE 10 N SUITE 101,200,614554,,513570,532386,,77707
1,MOTHERWELL HOME HEALTH PROFESSIONALS,NACOGDOCHES,43,2,457899,TX,418 WEST MAIN STREET,164,277433,,325489,373450,,75961
1,NEW VISION HOME HEALTH SERVICES INC,LANCASTER,32,2,457946,TX,1441 WARWICK DRIVE,129,181497,,295598,297319,,75134
1,BIENESTAR HOME HEALTH SERVICES,EL PASO,93,2,457960,TX,3117 MCRAE AVE A,369,1478360,,1031993,1167825,,79925
