Number of Records,Address,City,County Name,Effectiveness Of Care National Comparison,Effectiveness Of Care National Comparison Footnote,Efficient Use Of Medical Imaging National Comparison,Efficient Use Of Medical Imaging National Comparison Footnote,Emergency Services,Hospital Name,Hospital Overall Rating,Hospital Overall Rating Footnote,Hospital Ownership,Hospital Type,Location,Meets Criteria For Meaningful Use Of Ehrs,Mortality National Comparison,Mortality National Comparison Footnote,Patient Experience National Comparison,Patient Experience National Comparison Footnote,Phone Number,Provider Id,Readmission National Comparison,Readmission National Comparison Footnote,Safety Of Care National Comparison,Safety Of Care National Comparison Footnote,State,Timeliness Of Care National Comparison,Timeliness Of Care National Comparison Footnote,Zip Code
1,111 N 49TH ST,PHILADELPHIA,PHILADELPHIA,Not Available,19,Not Available,19,False,KIRKBRIDE CENTER,Not Available,19,Voluntary non-profit - Private,Psychiatric,"111 N 49TH ST PHILADELPHIA, PA 19139 (39.961101, -75.219478)",,Not Available,19,Not Available,19,(215) 471-2358,394007,Not Available,19,Not Available,19,PA,Not Available,19,19139
1,33 MAIN DRIVE,NORTH WARREN,WARREN,Not Available,19,Not Available,19,False,WARREN STATE HOSPITAL,Not Available,19,Government - State,Psychiatric,"33 MAIN DRIVE NORTH WARREN, PA 16365 (41.879427, -79.141997)",,Not Available,19,Not Available,19,(814) 723-5500,394016,Not Available,19,Not Available,19,PA,Not Available,19,16365
1,"3301 SCOTTS LANE, FOUR FALLS BUILDING",PHILADELPHIA,PHILADELPHIA,Not Available,19,Not Available,19,False,HAVEN BEHAVIORAL HOSPITAL OF PHILADELPHIA,Not Available,19,Proprietary,Psychiatric,"3301 SCOTTS LANE, FOUR FALLS BUILDING PHILADELPHIA, PA 19129",,Not Available,19,Not Available,19,(215) 475-3400,394053,Not Available,19,Not Available,19,PA,Not Available,19,19129
1,4641 ROOSEVELT BOULEVARD,PHILADELPHIA,PHILADELPHIA,Not Available,19,Not Available,19,False,FRIENDS HOSPITAL,Not Available,19,Proprietary,Psychiatric,"4641 ROOSEVELT BOULEVARD PHILADELPHIA, PA 19124 (40.028307, -75.100535)",,Not Available,19,Not Available,19,(215) 831-4600,394008,Not Available,19,Not Available,19,PA,Not Available,19,19124
1,5300 KIDSPEACE DRIVE,OREFIELD,LEHIGH,Not Available,19,Not Available,19,False,KIDSPEACE ORCHARD HILLS CAMPUS,Not Available,19,Voluntary non-profit - Private,Psychiatric,"5300 KIDSPEACE DRIVE OREFIELD, PA 18069 (40.647716, -75.614462)",,Not Available,19,Not Available,19,(610) 799-8800,394047,Not Available,19,Not Available,19,PA,Not Available,19,18069
1,7170 LAFAYETTE AVENUE,FORT WASHINGTON,MONTGOMERY,Not Available,19,Not Available,19,False,BROOKE GLEN BEHAVIORAL HOSPITAL,Not Available,19,Voluntary non-profit - Private,Psychiatric,"7170 LAFAYETTE AVENUE FORT WASHINGTON, PA 19034 (40.135277, -75.215689)",,Not Available,19,Not Available,19,(215) 641-5300,394049,Not Available,19,Not Available,19,PA,Not Available,19,19034
1,50 BEECH DRIVE,NORRISTOWN,MONTGOMERY,Not Available,19,Not Available,19,False,"MONTGOMERY COUNTY EMERGENCY SERVICE, INC",Not Available,19,Voluntary non-profit - Private,Psychiatric,"50 BEECH DRIVE NORRISTOWN, PA 19403 (40.136861, -75.352921)",,Not Available,19,Not Available,19,(610) 279-6100,394033,Not Available,19,Not Available,19,PA,Not Available,19,19403
1,283 SOUTH BUTLER ROAD,MT GRETNA,LEBANON,Not Available,19,Not Available,19,False,PHILHAVEN HOSPITAL,Not Available,19,Voluntary non-profit - Church,Psychiatric,"283 SOUTH BUTLER ROAD MT GRETNA, PA 17064 (40.268505, -76.461287)",,Not Available,19,Not Available,19,(717) 273-8871,394020,Not Available,19,Not Available,19,PA,Not Available,19,17064
1,4200 MONUMENT AVENUE,PHILADELPHIA,PHILADELPHIA,Not Available,19,Not Available,19,False,BELMONT BEHAVIORAL HOSPITAL,Not Available,19,Voluntary non-profit - Private,Psychiatric,"4200 MONUMENT AVENUE PHILADELPHIA, PA 19131",,Not Available,19,Not Available,19,(215) 877-2000,394023,Not Available,19,Not Available,19,PA,Not Available,19,19131
1,145 NORTH 6TH STREET,READING,BERKS,Not Available,19,Not Available,19,False,HAVEN BEHAVIORAL HOSPITAL OF EASTERN PENNSYLVANIA,Not Available,19,Proprietary,Psychiatric,"145 NORTH 6TH STREET READING, PA 19601 (40.338125, -75.925814)",,Not Available,19,Not Available,19,(610) 406-4340,394052,Not Available,19,Not Available,19,PA,Not Available,19,19601
1,160 MAIN STREET,WERNERSVILLE,BERKS,Not Available,19,Not Available,19,False,WERNERSVILLE STATE HOSPITAL,Not Available,19,Government - State,Psychiatric,"160 MAIN STREET WERNERSVILLE, PA 19565 (40.330046, -76.107138)",,Not Available,19,Not Available,19,(610) 670-4100,394014,Not Available,19,Not Available,19,PA,Not Available,19,19565
1,833 EAST BUTLER AVE,DOYLESTOWN,BUCKS,Not Available,19,Not Available,19,False,FOUNDATIONS BEHAVIORAL HEALTH,Not Available,19,Voluntary non-profit - Private,Psychiatric,"833 EAST BUTLER AVE DOYLESTOWN, PA 18901 (40.300471, -75.154952)",,Not Available,19,Not Available,19,(215) 345-0444,394038,Not Available,19,Not Available,19,PA,Not Available,19,18901
1,PONCE BY PASS #2213,PONCE,PONCE,Not Available,5,Not Available,5,True,HOSPITAL DAMAS INC,2,,Voluntary non-profit - Private,Acute Care Hospitals,"PONCE BY PASS #2213 PONCE, PR 00717",True,Same as the national average,,Not Available,16,(787) 840-8460,400022,Below the national average,,Not Available,5,PR,Below the national average,,00717
1,300 FONT MARTELLO STREET,HUMACAO,HUMACAO,Not Available,16,Not Available,16,True,HOSPITAL ORIENTE,Not Available,16,Proprietary,Acute Care Hospitals,"300 FONT MARTELLO STREET HUMACAO, PR 00792",True,Not Available,16,Not Available,16,(787) 852-0505,400011,Below the national average,,Not Available,16,PR,Not Available,16,00792
1,55 PALM ST,ARECIBO,ARECIBO,Not Available,5,Not Available,16,True,HOSPITAL DR SUSONI INC,Not Available,16,Voluntary non-profit - Private,Acute Care Hospitals,"55 PALM ST ARECIBO, PR 00614",True,Not Available,5,Not Available,16,(787) 650-1031,400117,Not Available,5,Not Available,16,PR,Not Available,5,00614
1,CALLE JAVILLA  #8 AL COSTADO PARQUE DE BOMBAS,SAN GERMAN,SAN GERMAN,Not Available,5,Not Available,16,True,HOSPITAL METROPOLITANO SAN GERMAN,Not Available,16,Proprietary,Acute Care Hospitals,"CALLE JAVILLA #8 AL COSTADO PARQUE DE BOMBAS SAN GERMAN, PR 00683",True,Not Available,16,Not Available,16,(787) 892-5300,400126,Not Available,5,Not Available,16,PR,Not Available,16,00683
1,BO MONACILLO CARR NUM 22,SAN JUAN,SAN JUAN,Not Available,16,Not Available,16,True,ADMIN DE SERVICIOS MEDICOS  PUERTO RIC,Not Available,16,Government - Local,Acute Care Hospitals,"BO MONACILLO CARR NUM 22 SAN JUAN, PR 00935",,Not Available,16,Not Available,16,(787) 777-3535,400127,Not Available,16,Not Available,16,PR,Not Available,16,00935
1,371 DE DIEGO AVE,SAN JUAN,SAN JUAN,Not Available,5,Not Available,16,True,HOSPITAL SAN FRANCISCO,Not Available,16,Proprietary,Acute Care Hospitals,"371 DE DIEGO AVE SAN JUAN, PR 00923",True,Not Available,5,Not Available,16,(787) 767-5100,400098,Not Available,5,Not Available,5,PR,Not Available,5,00923
1,LAUREL AVE SANTA JUANITA #100,BAYAMON,BAYAMON,Not Available,16,Not Available,16,True,HOSPITAL UNIVERSITARIO DR RUIZ ARNAU,Not Available,16,Government - State,Acute Care Hospitals,"LAUREL AVE SANTA JUANITA #100 BAYAMON, PR 00956",,Not Available,16,Not Available,16,(787) 787-5151,400105,Not Available,5,Not Available,16,PR,Not Available,16,00956
1,CARRETERA 129 KM.1 AVENIDA SAN LUIS,ARECIBO,ARECIBO,Not Available,5,Not Available,16,True,HOSPITAL DR CAYETANO COLL Y TOSTE,Not Available,16,Proprietary,Acute Care Hospitals,"CARRETERA 129 KM.1 AVENIDA SAN LUIS ARECIBO, PR 00613",True,Not Available,5,Not Available,16,(787) 650-7272,400087,Below the national average,,Not Available,16,PR,Not Available,5,00613
1,15 DR BASORA STREET,MAYAGUEZ,MAYAGUEZ,Not Available,5,Not Available,16,True,HOSPITAL PEREA,Not Available,16,Proprietary,Acute Care Hospitals,"15 DR BASORA STREET MAYAGUEZ, PR 00681",True,Not Available,5,Not Available,16,(787) 834-0101,400123,Not Available,5,Not Available,16,PR,Not Available,16,00681
1,AVE. PEDRO ALBIZU CAMPOS URB. LA HACIENDA,GUAYAMA,GUAYANILLA,Not Available,5,Not Available,16,True,HOSPITAL MENONITA GUAYAMA,Not Available,16,Voluntary non-profit - Church,Acute Care Hospitals,"AVE. PEDRO ALBIZU CAMPOS URB. LA HACIENDA GUAYAMA, PR 00785",True,Not Available,16,Not Available,16,(787) 864-4300,400048,Not Available,5,Not Available,16,PR,Not Available,5,00785
1,CARR 2 BO SABALOS,MAYAGUEZ,MAYAGUEZ,Not Available,5,Not Available,16,True,MAYAGUEZ MEDICAL CENTER DR RAMON EMETERIO BETANCES,Not Available,16,Proprietary,Acute Care Hospitals,"CARR 2 BO SABALOS MAYAGUEZ, PR 00682",True,Same as the national average,,Not Available,16,(787) 652-9200,400103,Below the national average,,Not Available,16,PR,Not Available,5,00682
1,AVE PONCE DE LEON 435,HATO REY,SAN JUAN,Not Available,5,Not Available,16,True,"HOSPITAL PAVIA HATO REY, INC",Not Available,16,Voluntary non-profit - Private,Acute Care Hospitals,"AVE PONCE DE LEON 435 HATO REY, PR 00919",True,Not Available,5,Not Available,16,(787) 754-0909,400128,Not Available,5,Not Available,16,PR,Not Available,5,00919
1,CARRETERA 21 1785 URB LAS LOMAS,SAN JUAN,SAN JUAN,Not Available,5,Not Available,16,True,METROPOLITAN HOSPITAL,Not Available,16,Proprietary,Acute Care Hospitals,"CARRETERA 21 1785 URB LAS LOMAS SAN JUAN, PR 00915",True,Not Available,5,Not Available,16,(787) 782-9999,400106,Below the national average,,Not Available,16,PR,Not Available,5,00915
1,SERGIO CUEVAS BUSTAMANTE STREET 550,SAN JUAN,SAN JUAN,Not Available,5,Not Available,16,True,"ASOCIACION HOSPITAL DEL MAESTRO, INC",Not Available,16,Voluntary non-profit - Other,Acute Care Hospitals,"SERGIO CUEVAS BUSTAMANTE STREET 550 SAN JUAN, PR 00936",,Same as the national average,,Not Available,16,(787) 758-6420,400004,Same as the national average,,Not Available,16,PR,Not Available,5,00936
1,BO. RINCON SECTOR LAS LOMAS  KM.3.1 CARR 14,CAYEY,CAYEY,Not Available,5,Not Available,16,True,HOSPITAL MENONITA DE CAYEY,Not Available,16,Voluntary non-profit - Private,Acute Care Hospitals,"BO. RINCON SECTOR LAS LOMAS KM.3.1 CARR 14 CAYEY, PR 00737",True,Same as the national average,,Not Available,16,(787) 535-1001,400013,Above the national average,,Not Available,5,PR,Not Available,5,00737
1,CARR 3 KM 8  3 AVE 65TH INFANTERIA       BOX 6021,CAROLINA,CAROLINA,Same as the national average,,Not Available,16,False,"HOSPITAL UPR, DR  FEDERICO TRILLA",Not Available,16,Proprietary,Acute Care Hospitals,"CARR 3 KM 8 3 AVE 65TH INFANTERIA BOX 6021 CAROLINA, PR 00984",,Not Available,5,Not Available,16,(787) 757-1800,400112,Not Available,5,Not Available,16,PR,Not Available,5,00984
1,"BARRIO MONACILLOS,CENTRO MEDICO",RIO PIEDRAS,SAN JUAN,Not Available,16,Not Available,16,True,SAN JUAN MUNICIPAL HOSPITAL,Not Available,16,Voluntary non-profit - Other,Acute Care Hospitals,"BARRIO MONACILLOS,CENTRO MEDICO RIO PIEDRAS, PR 00936",,Not Available,16,Not Available,16,(787) 756-8535,400015,Not Available,5,Not Available,16,PR,Not Available,16,00936
1,CARRETERA #2 KM 11 7,BAYAMON,BAYAMON,Not Available,5,Not Available,16,True,HOSPITAL HERMANOS MELENDEZ INC,Not Available,16,Proprietary,Acute Care Hospitals,"CARRETERA #2 KM 11 7 BAYAMON, PR 00960",,Not Available,5,Not Available,16,(787) 620-8181,400032,Same as the national average,,Not Available,16,PR,Not Available,5,00960
1,CALLE JOSE C VASQUEZ BO. CAONILLAS,AIBONITO,AIBONITO,Not Available,16,Not Available,16,True,MENNONITE GENERAL HOSPITAL INC,Not Available,16,Voluntary non-profit - Private,Acute Care Hospitals,"CALLE JOSE C VASQUEZ BO. CAONILLAS AIBONITO, PR 00705",True,Same as the national average,,Not Available,16,(787) 535-1001,400018,Below the national average,,Not Available,5,PR,Not Available,16,00705
1,PDA. 20 C/ SAN RAFAEL # 1395,FERNANDEZ JUNCOS,SAN JUAN,Below the national average,,Not Available,16,True,DOCTORS' CENTER HOSPITAL SAN JUAN,Not Available,16,Proprietary,Acute Care Hospitals,"PDA. 20 C/ SAN RAFAEL # 1395 FERNANDEZ JUNCOS, PR 00909",True,Not Available,5,Not Available,16,(787) 723-2950,400006,Below the national average,,Not Available,16,PR,Not Available,5,00909
1,BARRIO MONACILLOS CENTROMEDICO,RIO PIEDRAS,SAN JUAN,Not Available,5,Not Available,16,True,HOSPITAL UNIVERSITARIO DE ADULTO,Not Available,16,Government - State,Acute Care Hospitals,"BARRIO MONACILLOS CENTROMEDICO RIO PIEDRAS, PR 00927",,Not Available,16,Not Available,16,(787) 754-0101,400061,Not Available,5,Not Available,16,PR,Not Available,16,00927
1,CARR 349 KM 2 7 CERRO LAS MESAS,MAYAGUEZ,MAYAGUEZ,Not Available,5,Not Available,16,True,BELLA VISTA HOSPITAL,Not Available,16,Voluntary non-profit - Church,Acute Care Hospitals,"CARR 349 KM 2 7 CERRO LAS MESAS MAYAGUEZ, PR 00681",True,Not Available,5,Not Available,16,(787) 652-6045,400014,Below the national average,,Not Available,5,PR,Not Available,5,00681
1,CARR.2 KM.1.4 AVE. SEVERIANO CUEVAS #18,AGUADILLA,AGUADILLA,Below the national average,,Not Available,16,True,HOSP COMUNITARIO BUEN SAMARITANO,Not Available,16,Voluntary non-profit - Other,Acute Care Hospitals,"CARR.2 KM.1.4 AVE. SEVERIANO CUEVAS #18 AGUADILLA, PR 00603",True,Not Available,5,Not Available,16,(787) 658-0000,400079,Below the national average,,Not Available,16,PR,Not Available,5,00603
1,EDIF JESUS T PINEIRO AVE FERNANDEZ JUNCOS BO PUEBL,CAROLINA,SAN JUAN,Not Available,16,Not Available,16,True,DOCTOR CENTER HOSPITAL SAN FERNANDO DE LA CAROLINA,Not Available,16,Government - State,Acute Care Hospitals,"EDIF JESUS T PINEIRO AVE FERNANDEZ JUNCOS BO PUEBL CAROLINA, PR 00979",,Not Available,16,Not Available,16,(787) 725-6038,400132,Not Available,16,Not Available,16,PR,Not Available,16,00979
1,CARR 506 KM 1 0,COTO LAUREL,PONCE,Not Available,16,Not Available,16,True,HOSPITAL SAN CRISTOBAL,Not Available,16,Voluntary non-profit - Private,Acute Care Hospitals,"CARR 506 KM 1 0 COTO LAUREL, PR 00780",True,Not Available,5,Not Available,16,(787) 848-2100,400113,Not Available,5,Not Available,16,PR,Not Available,16,00780
1,CALLE ISAAC GONZALEZ ESQUINA LEDESMA,BDA NUEVA,UTUADO,Not Available,16,Not Available,16,True,HOSPITAL METROPOLITANO DE LA MONTANA,Not Available,16,Proprietary,Acute Care Hospitals,"CALLE ISAAC GONZALEZ ESQUINA LEDESMA BDA NUEVA, PR 00641",True,Not Available,16,Not Available,16,(787) 933-1100,400130,Not Available,5,Not Available,16,PR,Not Available,16,00641
1,355 AVE FONT MARTELO,HUMACAO,HUMACAO,Not Available,16,Not Available,16,True,RYDER MEMORIAL HOSPITAL INC,Not Available,16,Voluntary non-profit - Private,Acute Care Hospitals,"355 AVE FONT MARTELO HUMACAO, PR 00791",,Same as the national average,,Not Available,16,(787) 852-0768,400007,Same as the national average,,Not Available,5,PR,Not Available,16,00791
1,9 J STREET EXT HERMANAS DAVILA,BAYAMON,BAYAMON,Below the national average,,Not Available,16,True,DOCTORS CENTER HOSPITAL BAYAMON,Not Available,16,Proprietary,Acute Care Hospitals,"9 J STREET EXT HERMANAS DAVILA BAYAMON, PR 00959",True,Not Available,16,Not Available,16,(787) 622-5420,400102,Not Available,5,Not Available,16,PR,Below the national average,,00959
1,CARR 135 KM 64 2,CASTANER,LARES,Not Available,16,Not Available,16,True,HOSPITAL GENERAL DE CASTANER,Not Available,16,Voluntary non-profit - Private,Acute Care Hospitals,"CARR 135 KM 64 2 CASTANER, PR 00631",,Not Available,16,Not Available,16,(787) 829-5010,400010,Not Available,16,Not Available,16,PR,Not Available,16,00631
1,CARR 172  EXIT 21 URB TURABO GARDENS,CAGUAS,CAGUAS,Same as the national average,,Not Available,16,True,HOSPITAL MENONITA CAGUAS INC,Not Available,16,Voluntary non-profit - Private,Acute Care Hospitals,"CARR 172 EXIT 21 URB TURABO GARDENS CAGUAS, PR 00725",True,Not Available,5,Not Available,16,(787) 744-3141,400104,Not Available,5,Not Available,16,PR,Not Available,5,00725
1,CALLE HERNANDEZ CARRION URB ATENAS,MANATI,MANATI,Not Available,5,Not Available,16,True,MANATI MEDICAL CENTER DR OTERO LOPEZ,Not Available,16,Proprietary,Acute Care Hospitals,"CALLE HERNANDEZ CARRION URB ATENAS MANATI, PR 00674",True,Same as the national average,,Not Available,16,(787) 621-3700,400114,Below the national average,,Not Available,5,PR,Not Available,5,00674
1,CALLE CONCEPCION VERA AYALA #550 S,MOCA,MOCA,Not Available,16,Not Available,16,True,HOSPITAL SAN CARLOS BORROMEO,Not Available,16,Voluntary non-profit - Private,Acute Care Hospitals,"CALLE CONCEPCION VERA AYALA #550 S MOCA, PR 00676",True,Not Available,5,Not Available,16,(787) 877-8000,400111,Same as the national average,,Not Available,16,PR,Not Available,16,00676
1,CARR. 2 KM 39.5    ROAD NUMBER 2 BO ALGARROBO,VEGA BAJA,VEGA BAJA,Not Available,16,Not Available,16,True,CENTRO MEDICO WILMA N VAZQUEZ,Not Available,16,Proprietary,Acute Care Hospitals,"CARR. 2 KM 39.5 ROAD NUMBER 2 BO ALGARROBO VEGA BAJA, PR 00693",True,Not Available,16,Not Available,16,(787) 858-1580,400115,Not Available,5,Not Available,16,PR,Not Available,16,00693
1,ROAD NUMBER 2 KM 173.4 CAIN ALTO,SAN GERMAN,SAN GERMAN,Not Available,5,Not Available,16,True,HOSPITAL DE LA CONCEPCION,Not Available,16,Voluntary non-profit - Church,Acute Care Hospitals,"ROAD NUMBER 2 KM 173.4 CAIN ALTO SAN GERMAN, PR 00683",,Same as the national average,,Not Available,16,(787) 892-1860,400021,Below the national average,,Not Available,5,PR,Not Available,5,00683
1,BO. MONACILLOS CARR 22 CENTRO MEDICO DE PUERTO RIC,SAN JUAN,SAN JUAN,Not Available,16,Not Available,16,False,HOSPITAL ONCOLOGICO DR ISAAC GONZALEZ MARTINEZ,Not Available,16,Voluntary non-profit - Private,Acute Care Hospitals,"BO. MONACILLOS CARR 22 CENTRO MEDICO DE PUERTO RIC SAN JUAN, PR 00935",,Not Available,16,Not Available,16,(787) 763-4149,400012,Not Available,5,Not Available,16,PR,Not Available,16,00935
1,2435 LAS AMERICAS AVE,PONCE,PONCE,Not Available,5,Not Available,16,True,HOSPITAL METROPOLITANO DR PILA,Not Available,16,Voluntary non-profit - Private,Acute Care Hospitals,"2435 LAS AMERICAS AVE PONCE, PR 00733",True,Not Available,16,Not Available,16,(787) 848-5600,400003,Not Available,5,Not Available,16,PR,Not Available,5,00733
1,GENERAL VALERO AVE#404,FAJARDO,FAJARDO,Below the national average,,Not Available,16,True,HIMA-SAN PABLO FAJARDO,Not Available,16,Proprietary,Acute Care Hospitals,"GENERAL VALERO AVE#404 FAJARDO, PR 00738",,Not Available,5,Not Available,16,(787) 655-0505,400125,Below the national average,,Not Available,16,PR,Not Available,5,00738
1,CALLE PROFESOR AUGUSTO RODRIGUEZ #1462,FERNANDEZ JUNCOS,SAN JUAN,Not Available,5,Not Available,16,True,HOSPITAL PAVIA SANTURCE,Not Available,16,Voluntary non-profit - Private,Acute Care Hospitals,"CALLE PROFESOR AUGUSTO RODRIGUEZ #1462 FERNANDEZ JUNCOS, PR 00910",True,Same as the national average,,Not Available,16,(787) 641-1616,400019,Below the national average,,Not Available,5,PR,Not Available,5,00910
1,ROAD 128 KM 1.0,YAUCO,YAUCO,Not Available,16,Not Available,16,True,HOSPITAL METROPOLITANO DR TITO MATTEI,Not Available,16,Proprietary,Acute Care Hospitals,"ROAD 128 KM 1.0 YAUCO, PR 00698",True,Not Available,16,Not Available,16,(787) 856-1000,400110,Not Available,5,Not Available,16,PR,Not Available,5,00698
1,CALLE FONT MARTELO #3,HUMACAO,HUMACAO,Not Available,5,Not Available,16,True,HIMA SAN PABLO HUMACAO,Not Available,16,Proprietary,Acute Care Hospitals,"CALLE FONT MARTELO #3 HUMACAO, PR 00791",True,Not Available,16,Not Available,16,(787) 852-2424,400005,Not Available,5,Not Available,16,PR,Not Available,5,00791
1,1451 ASHFORD AVENUE,SAN JUAN,SAN JUAN,Not Available,5,Not Available,16,True,PRESBYTERIAN COMMUNITY HOSP,Not Available,16,Voluntary non-profit - Other,Acute Care Hospitals,"1451 ASHFORD AVENUE SAN JUAN, PR 00907",True,Same as the national average,,Not Available,16,(787) 721-2160,400001,Below the national average,,Not Available,5,PR,Not Available,5,00907
1,"AVENIDA AMERICO MIRANDA, ENTRADA PRINCIPAL CM",RIO PIEDRAS,SAN JUAN,Not Available,16,Not Available,16,True,CENTRO CARDIOVASCULAR,Not Available,16,Government - State,Acute Care Hospitals,"AVENIDA AMERICO MIRANDA, ENTRADA PRINCIPAL CM RIO PIEDRAS, PR 00936",,Same as the national average,,Not Available,16,(787) 754-8500,400124,Same as the national average,,Not Available,16,PR,Not Available,16,00936
1,AVE LUIS MUNOZ MARIN,CAGUAS,CAGUAS,Below the national average,,Not Available,16,True,HIMA SAN PABLO-CAGUAS,1,17,Proprietary,Acute Care Hospitals,"AVE LUIS MUNOZ MARIN CAGUAS, PR 00725",,Same as the national average,,Not Available,16,(787) 653-3434,400120,Below the national average,,Not Available,16,PR,Not Available,5,00725
1,"MARGINAL CARRETERA NO 2, KM 47 7",MANATI,MANATI,Same as the national average,,Not Available,16,True,"DOCTORS' CENTER HOSPITAL, INC",2,17,Proprietary,Acute Care Hospitals,"MARGINAL CARRETERA NO 2, KM 47 7 MANATI, PR 00674",True,Same as the national average,,Not Available,16,(787) 853-3322,400118,Below the national average,,Not Available,5,PR,Not Available,16,00674
1,PONCE DE LEON AVENUE STOP 37 1/2,HATO REY,SAN JUAN,Below the national average,,Not Available,16,True,AUXILIO MUTUO HOSPITAL,1,17,Voluntary non-profit - Private,Acute Care Hospitals,"PONCE DE LEON AVENUE STOP 37 1/2 HATO REY, PR 00918",True,Below the national average,,Not Available,16,(787) 758-2000,400016,Below the national average,,Same as the national average,,PR,Not Available,5,00918
1,TITO CASTRO AVE #917,PONCE,PONCE,Same as the national average,,Not Available,16,True,SAN LUKE'S MEMORIAL HOSPITAL INC,2,17,Voluntary non-profit - Church,Acute Care Hospitals,"TITO CASTRO AVE #917 PONCE, PR 00733",True,Same as the national average,,Not Available,16,(787) 844-2080,400044,Below the national average,,Same as the national average,,PR,Not Available,5,00733
1,70 CALLE SANTA CRUZ,BAYAMON,BAYAMON,Below the national average,,Not Available,16,True,HIMA SAN PABLO BAYAMON,1,17,Proprietary,Acute Care Hospitals,"70 CALLE SANTA CRUZ BAYAMON, PR 00961 (18.397664, -66.149674)",,Same as the national average,,Not Available,16,(787) 620-4747,400109,Below the national average,,Same as the national average,,PR,Not Available,5,00961
1,STATE ROAD 787 KM 1  5,CIDRA,CIDRA,Not Available,19,Not Available,19,False,FIRST HOSPITAL PANAMERICANO,Not Available,19,Proprietary,Psychiatric,"STATE ROAD 787 KM 1 5 CIDRA, PR 00739",,Not Available,19,Not Available,19,(787) 739-5555,404004,Not Available,19,Not Available,19,PR,Not Available,19,00739
1,151 AVE OSVALDO MOLINA,FAJARDO,FAJARDO,Not Available,19,Not Available,19,True,CARIBBEAN MEDICAL CENTER,Not Available,19,Proprietary,Acute Care Hospitals,"151 AVE OSVALDO MOLINA FAJARDO, PR 00738",,Not Available,19,Not Available,19,(787) 801-0081,400131,Not Available,19,Not Available,19,PR,Not Available,19,00738
1,CARR 844 KM 5 CUPEY BAJO,SAN JUAN,SAN JUAN,Not Available,19,Not Available,19,True,HIMA SAN PABLO CUPEY,Not Available,19,Proprietary,Acute Care Hospitals,"CARR 844 KM 5 CUPEY BAJO SAN JUAN, PR 00928",,Not Available,19,Not Available,19,(787) 761-8383,400133,Not Available,19,Not Available,19,PR,Not Available,19,00928
1,CARR 877 KM 1 6 CAMINO LAS LOMAS RR2,RIO PIEDRAS,SAN JUAN,Not Available,19,Not Available,19,False,SAN JUAN CAPESTRANO  HOSPITAL INC,Not Available,19,Proprietary,Psychiatric,"CARR 877 KM 1 6 CAMINO LAS LOMAS RR2 RIO PIEDRAS, PR 00928",,Not Available,19,Not Available,19,(787) 765-2900,404005,Not Available,19,Not Available,19,PR,Not Available,19,00928
1,CARR ESTATAL 14 INTERIOR SARGENTO GERARDO SANTIAGO,AIBONITO,AIBONITO,Not Available,19,Not Available,19,False,CENTRO DE SALUD CONDUCTUAL MENONITA-CIMA,Not Available,19,Voluntary non-profit - Private,Psychiatric,"CARR ESTATAL 14 INTERIOR SARGENTO GERARDO SANTIAGO AIBONITO, PR 00705",,Not Available,19,Not Available,19,(787) 714-2462,404009,Not Available,19,Not Available,19,PR,Not Available,19,00705
1,AVE LAS CUMBRES ST 199KM 1 2,ALT DE SANTA,GUAYNABO,Not Available,19,Not Available,19,True,PROFESSIONAL HOSPITAL GUAYNABO INC,Not Available,19,Proprietary,Acute Care Hospitals,"AVE LAS CUMBRES ST 199KM 1 2 ALT DE SANTA, PR 00969",True,Not Available,19,Not Available,19,(787) 708-6560,400122,Not Available,19,Not Available,19,PR,Not Available,19,00969
1,258 SAN JORGE STREET,SAN JUAN,SAN JUAN,Not Available,19,Not Available,19,True,SAN JORGE CHILDRENS HOSPITAL INC,Not Available,19,Proprietary,Acute Care Hospitals,"258 SAN JORGE STREET SAN JUAN, PR 00912",,Not Available,19,Not Available,19,(787) 727-1000,400134,Not Available,19,Not Available,19,PR,Not Available,19,00912
1,108 MUNOZ RIVERA STREET,BO BALLAJA,CABO ROJO,Not Available,19,Not Available,19,True,HOSPITAL PSIQUIATRICO METROPOLITANO CABO ROJO,Not Available,19,Proprietary,Psychiatric,"108 MUNOZ RIVERA STREET BO BALLAJA, PR 00623",,Not Available,19,Not Available,19,(787) 851-2025,404007,Not Available,19,Not Available,19,PR,Not Available,19,00623
1,PUERTO RICO MEDICAL CENTER IN RIO PIEDRAS,SAN JUAN,SAN JUAN,Not Available,19,Not Available,19,True,UNIVERSITY PEDIATRIC HOSPITAL,Not Available,19,Government - State,Childrens,"PUERTO RICO MEDICAL CENTER IN RIO PIEDRAS SAN JUAN, PR 00935",,Not Available,19,Not Available,19,(787) 777-3232,403301,Not Available,19,Not Available,19,PR,Not Available,19,00935
1,CALLE GUADALUPE 184 (ANTIGUO HOSPITAL SAN LUCAS),PONCE,PONCE,Not Available,19,Not Available,19,False,INSPIRA BEHAVIOR CARE CORP,Not Available,19,Proprietary,Psychiatric,"CALLE GUADALUPE 184 (ANTIGUO HOSPITAL SAN LUCAS) PONCE, PR 00733",,Not Available,19,Not Available,19,(787) 709-4130,404008,Not Available,19,Not Available,19,PR,Not Available,19,00733
