Number of Records,Agency Name,American Indian Or Alaska Native Beneficiaries,Asian Pacific Islander Beneficiaries,Average Age,Average Hcc Score,Average Number Of Home Health Aide Visits Per Episode Non Lupa,Average Number Of Medical Social Visits Per Episode Non Lupa,Average Number Of Ot Visits Per Episode Non Lupa,Average Number Of Pt Visits Per Episode Non Lupa,Average Number Of Skilled Nursing Visits Per Episode Non Lupa,Average Number Of St Visits Per Episode Non Lupa,Average Number Of Total Visits Per Episode Non Lupa,Black Beneficiaries,City,Distinct Beneficiaries Non Lupa,Dua Beneficiaries,Female Beneficiaries,Hispanic Beneficiaries,Male Beneficiaries,Nondual Beneficiaries,Other Unknown Beneficiaries,Outlier Payments As A Percent Of Medicare Payment Amount Non Lupa,Percent Of Beneficiaries With Alzheimers,Percent Of Beneficiaries With Asthma,Percent Of Beneficiaries With Atrial Fibrillation,Percent Of Beneficiaries With Cancer,Percent Of Beneficiaries With Chf,Percent Of Beneficiaries With Chronic Kidney Disease,Percent Of Beneficiaries With Copd,Percent Of Beneficiaries With Depression,Percent Of Beneficiaries With Diabetes,Percent Of Beneficiaries With Hyperlipidemia,Percent Of Beneficiaries With Hypertension,Percent Of Beneficiaries With Ihd,Percent Of Beneficiaries With Osteoporosis,Percent Of Beneficiaries With Ra Oa,Percent Of Beneficiaries With Schizophrenia,Percent Of Beneficiaries With Stroke,Provider Id,State,Street Address,Total Episodes Non Lupa,Total Hha Charge Amount Non Lupa,Total Hha Medicare Payment Amount For Lupas,Total Hha Medicare Payment Amount Non Lupa,Total Hha Medicare Standard Payment Amount Non Lupa,Total Lupa Episodes,White Beneficiaries,Zip Code
1,PREBLE HOME HEALTH SERVICES,0,0,79,2.9,0,0,0,1.1,10.1,0,11.2,0,EATON,18,,,0,,,0,0,33,0,33,0,67,61,39,44,56,56,,61,6,61,0,11,368423,OH,1673 NORTH BARRON STREET,53,88979,0,107788,118201,0,18,45320
1,WASATCH HOME HEALTH CARE SERVICES,0,0,79,1.54,13.3,0.5,0.4,8.6,11.5,0,33.6,0,WEST JORDAN,15,,,0,,,0,5.3,33,13,7,13,20,33,13,60,47,27,,40,27,67,13,0,467319,UT,"9103 SOUTH 1300 WEST, SUITE 102",28,114480,0,91748,92744,0,15,84088
1,MAPLE CREEK HOME HEALTH,0,0,79,1.5,9.6,0,0.4,6,10.3,0,26.3,0,SPANISH FORK,35,,18,0,17,,0,8.6,40,9,26,11,34,40,17,43,46,49,,43,0,63,3,3,467326,UT,290 WEST CENTER STREET,52,136375,0,166014,160405,0,35,84660
1,THERAPEUTIC ALLIANCE HOME HEALTH SERVICES,0,,79,2.8,0.2,0,0.4,9.1,9,0,18.7,,ALEXANDRIA,15,,,,,,0,0,33,7,0,27,27,67,20,20,47,53,,67,20,60,13,7,497659,VA,5252 CHEROKEE AVE SUITE 220,18,47782,0,65714,64086,0,,22312
1,"CARE FIRST HOME CARE, LLC",0,,79,1.99,0.1,0,1.9,8.2,3.7,0.1,14,,FALLS CHURCH,26,,,,,,,0,35,15,0,8,23,46,15,23,42,58,,35,19,50,23,8,497707,VA,"6201 LEESBURG PIKE, SUITE 402",34,75740,0,118297,115279,0,,22044
1,HEARTBEAT HOME HEALTH AGENCY LTD LLP,,0,79,2.41,6.9,0.1,0,5,11.1,0.1,23.1,15,MESQUITE,79,22,61,15,18,57,,7,46,9,15,5,49,52,28,44,52,66,,48,29,52,9,19,679105,TX,3939 E HIGHWAY 80 SUITE 470,147,418875,0,409488,391097,0,48,75150
1,MAGIC VALLEY HEALTH SERVICES INC,0,0,79,2.52,4.6,0,0.1,1.2,9,0.1,15,0,HARLINGEN,43,25,31,32,12,18,0,0.1,42,12,12,7,40,65,21,37,70,72,,72,21,,5,12,679192,TX,1325 S 77 SUNSHINE STRIP SUITE 217,157,375307,0,328699,387008,0,11,78550
1,HEAVENLY HEALTH CARE,0,0,79,3.15,2,0,0,1,17.8,0.3,21.1,0,PENITAS,65,47,37,59,28,18,,7.3,54,14,17,14,54,43,49,43,,,,,35,,6,9,679656,TX,101 BUENA VISTA STREET SUITE A,228,417222,0,552700,593340,0,,78576
1,KRISTEL HEALTHCARE SERVICES,0,0,79,3.87,0,0.2,0.1,5,9.9,0,15.2,,RICHMOND,12,,,,,,0,0,58,33,8,33,75,75,75,25,67,75,,,0,58,8,25,743136,TX,301 SOUTH 9TH STREET SUITE #204,28,75001,0,81342,83113,0,,77469
1,CHAMPION HOME HEALTH SERVICES,0,0,79,1.95,4.1,0,0,3.6,11.4,0,19.2,,MOUNT PLEASANT,24,,,0,,,,6,46,25,29,21,54,54,46,58,50,,,63,25,,4,21,747035,TX,1002 N JEFFERSON AVENUE,34,91748,0,80099,88547,0,19,75455
1,SURE VISIT HEALTH SERVICES LLC,0,,79,2.56,1.1,0,1,6.4,8.5,0,17,,SUGAR LAND,15,,,0,,,0,0,47,20,33,20,60,53,40,40,40,,,53,40,47,0,13,747823,TX,12808 W AIRPORT SUITE 344,35,78230,0,105543,107836,0,,77478
1,"AMERICAN MEDICAL HOMECARE ALLIANCE, INC",,,79,1.66,0.5,0.6,0,3.3,7.6,0,11.9,,SCOTTSDALE,42,15,26,,16,27,0,0.4,62,14,21,14,29,38,24,38,40,48,,43,10,50,26,12,37418,AZ,"9933 EAST BELL ROAD, SUITE 110",49,113795,4521,110724,108034,11,36,85260
1,"HOME HEALTH CARE SOLUTIONS, INC",,21,79,2.5,3.6,0.2,0.3,4.2,16,0.1,24.4,12,RANCHO CUCAMONGA,171,113,112,73,59,58,,8.7,48,14,17,11,47,52,32,35,56,60,,55,15,56,9,12,58417,CA,"9007 ARROW ROUTE, SUITE 100",381,1369566,6085,1393157,1130902,11,64,91730
1,"A TO Z HOME HEALTH, INC",,41,79,2.02,2.1,0.1,0.6,5.1,15.3,0.1,23.3,,GLENDALE,513,392,344,65,169,121,33,8.6,32,9,11,13,36,33,25,43,49,73,,62,18,,5,8,59012,CA,212 NORTH GLENDALE AVE SUITE 200,797,6472683,5186,3222046,2515176,11,366,91206
1,ESTES PARK HOME HEALTH CARE,0,,79,1.73,0.5,0.4,3.4,4.7,9.1,0.1,18.2,0,ESTES PARK,113,,66,,47,,,1.6,24,16,22,18,28,37,19,27,22,61,70,30,19,52,9,12,67144,CO,555 PROSPECT AVENUE,135,423353,4260,425119,438118,11,110,80517
1,PREFERRED TOUCH HOME CARE INC,0,,79,2.37,0.6,0.1,1.2,6.2,15.9,0.1,24.1,15,BRADENTON,136,55,98,,38,81,0,8.9,65,13,19,15,44,41,35,57,42,46,,59,16,66,15,20,103180,FL,5265 OFFICE PARK BLVD UNIT 102,214,819403,4130,731056,728582,11,113,34203
1,GRINNELL REGIONAL HOME CARE,0,0,79,1.86,3.8,0.1,1,6.1,8.1,0.6,19.7,0,GRINNELL,63,12,33,0,30,51,0,1.2,16,3,24,17,41,43,33,25,40,65,,43,11,40,3,19,167062,IA,306 4TH AVENUE SUITE A,70,197791,3206,186148,206017,11,63,50112
1,WASHINGTON CO. PUBLIC HEALTH,0,0,79,2.29,5.8,0,1.8,5,8.4,0,21,0,WASHINGTON,31,,17,0,14,,0,1,13,16,23,16,52,45,39,52,48,71,,55,16,65,6,6,167109,IA,"110 NORTH IOWA AVENUE, SUITE 300",40,77623,3916,116517,118410,11,31,52353
1,ALLEN PARISH HOME HEALTH,,0,79,1.57,10.1,0,2.6,2.7,7.7,0,23.1,15,KINDER,80,29,60,0,20,51,,0.1,20,8,24,6,53,23,26,33,43,63,,54,10,69,8,16,197748,LA,108 6TH AVENUE,219,491983,3214,499537,603751,11,64,70648
1,ACCREDITED HOME CARE,0,0,79,2.55,1,0.1,1.1,9.8,7,0.1,19.1,31,WARREN,204,55,138,,66,149,,0.2,47,16,28,15,54,47,40,37,48,63,,67,19,,10,15,237468,MI,27733 SCHOENHERR,347,1302111,3638,1086948,1150819,11,171,48088
1,KANABEC-PINE COMMUNITY HEALTH,0,0,79,1.78,4.8,0,1.1,9.2,5.8,0,20.9,0,MORA,40,11,23,0,17,29,0,0,38,15,15,25,48,35,38,38,38,55,,53,13,28,15,15,247126,MN,905 EAST FOREST AVENUE SUITE 127,53,152564,4300,166124,175479,11,40,55051
1,UNITY FAMILY HOME CARE HOSPICE,0,,79,1.63,0.3,0.1,2.1,3.2,7.2,0.1,12.9,0,LITTLE FALLS,144,27,75,0,69,117,,0,19,8,19,11,37,43,28,35,37,60,,42,10,50,5,10,247279,MN,815 SOUTHEAST SECOND STREET,172,448545,3023,476254,502614,11,142,56345
1,NORTHERN LIGHTS HOME HEALTH CARE,,0,79,1.65,3.4,0.1,0.5,6,8.3,0,18.2,0,CANTON,181,54,103,,78,127,,1.5,21,11,25,18,45,43,43,33,45,64,,59,16,66,5,13,337442,NY,91 MAIN STREET,209,395257,3847,526468,592223,11,178,13617
1,HAVEN SKILLED CARE,0,0,79,2.45,0,0.1,1.9,5.5,9.4,0,16.8,,UNIONTOWN,22,,,0,,,,4,36,14,32,9,55,41,27,41,36,59,73,50,5,68,18,9,368256,OH,11366 CLEVELAND AVENUE NW SUITE B,35,80400,4243,97883,106835,11,21,44685
1,"ABC OF GREATER CLEVELAND, INC",0,0,79,2.52,0.8,0,0.9,5.4,7.4,0.5,15,,GRAFTON,61,12,30,0,31,49,,0,46,11,33,20,56,52,54,51,51,70,,,21,66,23,11,368384,OH,951 MAIN STREET,70,128303,3211,186665,200153,11,59,44044
1,"ANGELES DIVINOS HOME CARE SERVICES, INC",0,0,79,1.83,0.4,0.4,0,5,11,0.1,16.9,0,QUEBRADILLAS,69,,43,68,26,,,0,35,16,3,1,23,19,16,6,52,20,72,30,4,19,3,12,407034,PR,6374 CARRETERA ESTATAL 2 SUITE 1,108,735684,2634,186642,333088,11,,00678
1,ABSOLUTE COMPASSION HOME HEALTH,,0,79,1.69,11.9,0,0.1,5.9,13.1,0,31.1,,PAYSON,135,38,86,32,49,97,,8.8,45,19,13,8,40,30,27,,41,39,,36,10,50,5,7,467331,UT,1172 EAST 100 NORTH,381,1432464,4341,1296342,1264295,11,100,84651
1,PHYSICIANS CHOICE HOMECARE,0,0,79,2.76,1.7,0,0.3,2.1,9.1,0.2,13.4,,MESQUITE,29,12,,,,17,0,4.1,34,28,24,24,52,45,28,41,66,62,,55,31,69,0,7,673182,TX,200 E MAIN STREET,82,131460,3881,210825,207812,11,18,75149
1,KINDER HEARTS,0,0,79,2.05,2.7,0.3,5,5.9,11,2.5,27.5,,ABILENE,162,34,96,17,66,128,,0.2,24,6,21,10,48,39,28,35,43,56,,53,20,63,6,13,679193,TX,842 N MOCKINGBIRD,261,1056762,2992,931570,1092490,11,138,79603
1,"VALROSE HOME HEALTH, INC",0,,79,2.73,3.5,0.1,0.8,4.1,17.8,0.2,26.5,,CANOGA PARK,74,27,44,,30,47,,8.7,49,20,12,19,57,51,51,46,55,62,,59,27,58,20,4,59187,CA,"22148 SHERMAN WAY BLVD, SUITE 202",192,675975,4573,818638,613842,12,57,91303
1,ACCLAIM HOME CARE SERVICES INC,0,,79,2.63,1.1,0.1,0.7,5.9,12.7,0,20.5,16,LAUDERDALE LAKES,78,15,54,,24,63,,3.5,27,12,24,14,49,46,33,33,44,,,58,17,46,5,12,109708,FL,3500 N SR 7 SUITE 202,116,406875,4400,376027,357621,12,53,33319
1,"AIM HOME HEALTH, INC",0,21,79,2.18,0.5,0.1,0.9,4,8.4,0.1,14.1,,LISLE,71,29,42,,29,42,,0,58,24,21,18,44,45,27,41,65,68,,58,15,,8,13,148129,IL,3033 OGDEN AVENUE SUITE 211,231,707301,4909,654333,642639,12,31,60532
1,HEALTH FORCE OF INDIANA,0,,79,2.06,4.4,0,1.9,11,4.1,0.7,22.2,,WARSAW,98,29,67,,31,69,0,0,40,11,19,4,43,40,36,45,46,71,,68,23,53,12,14,157243,IN,334 N ENTERPRISE DR,188,483745,3407,659667,734226,12,94,46580
1,KINGMAN COMMUNITY HOSPITAL HHA,0,0,79,1.79,0.3,0,1.5,3.2,7,0,12,0,KINGMAN,80,,52,,28,,,0,13,11,31,24,51,49,28,29,44,58,,66,15,53,8,8,177220,KS,750 AVE D WEST,95,171732,4380,198360,232673,12,79,67068
1,HAMPDEN COUNTY VISITING NURSES & HOME CARE SERV,0,0,79,2.39,12.3,0,0,1.2,26,0,39.4,,SPRINGFIELD,15,,,,,,,8.3,40,20,33,7,40,47,27,40,73,47,73,53,13,53,7,13,227229,MA,110 FORT PLEASANT AVENUE,25,76785,3408,68916,62234,12,,01108
1,NATIONAL HOME CARE,,,79,2.32,1.3,0.2,2.1,9.4,5.2,0,18.3,22,REDFORD,100,24,70,,30,76,,0,41,27,21,12,48,42,35,33,52,66,,69,13,60,7,14,239096,MI,25210 FIVE MILE RD,143,443372,3713,485726,520694,12,72,48239
1,LAKE COUNTY HOME OPTIONS,30,,79,1.71,0.3,0.4,1.8,3.7,9.9,0.1,15.9,,RONAN,135,34,78,,57,101,0,0,21,7,20,14,40,40,26,38,39,66,,41,23,57,3,10,277019,MT,711 MAIN ST SW,180,442790,4895,467059,494452,12,101,59864
1,"AHC HOME HEALTH OF NEW MEXICO, LLC",,,79,1.76,0.3,0.1,3.2,7,5.7,0.3,16.6,,ALBUQUERQUE,285,35,194,65,91,250,,0.2,25,16,24,17,37,39,20,46,37,62,,48,26,72,5,17,327216,NM,2701 RICHMOND DRIVE NE,315,791877,4689,1010230,1051400,12,209,87107
1,GRAYSON HOME HEALTH,11,,79,1.85,4.3,0,0.9,4.3,9.8,0.3,19.6,,DURANT,110,31,68,,42,79,,1.6,48,15,18,20,53,40,40,56,37,64,,,15,,8,22,377729,OK,1305 N 16TH STREET,366,1079839,3610,951173,1121518,12,92,74701
1,LIFE CARE AT HOME OF RI,0,0,79,2.26,0.7,0,0.8,7.4,7.5,0.1,16.5,,CRANSTON,79,30,49,,30,49,,0.1,35,25,23,19,41,38,35,35,48,70,,59,14,49,9,14,417058,RI,"63 SOCKANOSSET CROSSROAD, SUITE 1-C",96,249359,5566,301801,293693,12,76,02920
1,TEXAS MEDICAL ENTERPRISES INC,0,0,79,1.75,0.2,0,0.2,1.7,5.9,0,8,,HEMPHILL,52,18,31,,21,34,0,0,33,15,19,10,48,31,44,48,37,56,,71,15,46,4,2,457974,TX,141WHITTLESEY DRIVE,164,282073,3615,326171,385116,12,48,75948
1,PINE MOUNTAIN HOME HEALTH,0,,79,1.49,7.7,0.1,1.4,6.4,8.7,0.1,24.3,0,HOLLADAY,99,,63,,36,,0,3.3,33,14,17,16,36,33,22,46,35,48,,33,16,58,5,9,467318,UT,5200 SOUTH HIGHLAND DRIVE,142,357664,5149,409274,424229,12,93,84117
1,INDEPENDENCE HOME HEALTH,0,,79,1.63,4.2,0.3,2.4,9.2,11.2,0.8,28.1,,BOUNTIFUL,147,24,98,,49,123,,8.3,35,8,15,6,27,35,15,51,40,39,71,37,8,49,10,10,467337,UT,640 SOUTH 500 WEST,200,1013033,4132,859302,852794,12,138,84010
1,NOCONA GENERAL HOSPITAL HOME AND COMMUNITY SUPPORT,,0,79,2.14,4.9,0,0,2.7,9.8,0.2,17.6,0,NOCONA,127,33,78,,49,94,0,0.7,43,3,13,9,62,35,37,43,35,35,,,15,63,6,12,677291,TX,507 CROXTON,358,644079,3518,705436,827558,12,122,76255
1,HEART HOME HEALTH CARE INC,0,0,79,2.26,4.8,0.1,0.3,2.7,7.3,0,15.3,41,HOUSTON,75,19,48,11,27,56,0,0,27,24,11,12,40,40,35,47,51,61,,65,23,65,12,15,678220,TX,7545 SOUTH FREEWAY,276,545725,3461,752252,768608,12,23,77021
1,HOME MEDICAL CARE INC,0,15,79,1.94,0,0,0.1,1,7.1,0,8.2,,ADDISON,59,,45,,14,,,0,41,12,8,8,36,34,20,42,41,75,,53,31,,7,14,679144,TX,4004 BELT LINE ROAD SUITE 230,251,365433,3525,508386,523199,12,32,75001
1,SALUS HOME HEALTH SOLUTIONS,0,,79,1.94,2.5,0,3.8,5.9,10.7,0.7,23.5,,RICHARDSON,103,19,66,,37,84,,1,48,14,24,17,38,47,30,51,38,67,,53,31,69,12,16,679588,TX,1221 ABRAMS RD SUITE 114,220,925958,4108,771782,786006,12,81,75081
1,BRIGHTER DAYS HOME HEALTH CARE,0,0,79,2.72,3.5,0.3,1.5,6.7,9.2,0.3,21.5,,THE WOODLANDS,77,16,50,,27,61,,1.1,35,10,29,19,45,53,35,52,39,57,,56,16,60,9,9,747095,TX,123 PRAIRIE DAWN CIRCLE,142,587897,4206,440659,446750,12,67,77385
1,HORIZON HOME HEALTH,,0,79,1.54,15.9,0,0.3,3.7,16,0,35.9,0,PAGE,22,,,0,,,,6.4,36,5,23,14,36,27,32,5,32,55,,59,9,45,5,14,37178,AZ,"32 NORTH 10TH AVENUE, SUITE 204",64,297659,5409,192474,152072,13,21,86040
1,JOHNSON COUNTY HEALTH UNIT,0,0,79,1.65,13.7,0,0,1.6,5.1,0,20.4,0,CLARKSVILLE,38,16,25,,13,22,,0,47,16,26,16,50,32,45,37,58,39,,50,8,34,5,16,47830,AR,1219 SOUTH ROGERS STREET,91,218640,4382,158941,196808,13,37,72830
1,ALERT HOME HEALTH CARE,,45,79,1.79,0.3,0.3,1.1,3,8.3,0.1,13,17,DUBLIN,177,86,104,17,73,91,,0.1,43,14,15,7,36,44,21,35,44,54,,46,15,57,10,12,59273,CA,"11501 DUBLIN BOULEVARD, SUITE 200",235,408145,6922,878251,589129,13,96,94568
1,PIONEERS HOSPITAL HOME HEALTH,0,0,79,1.16,8.3,0,0.9,1.3,10.7,0,21.2,0,MEEKER,37,,26,,11,,,1.5,19,5,27,14,59,32,46,22,19,30,73,49,19,51,16,5,67168,CO,345 CLEVELAND STREET,73,163999,5532,160732,158496,13,33,81641
1,SEBASTIAN RIVER HOME HEALTH,0,0,79,1.89,1.5,0.4,0.8,6,8.5,0.2,17.3,,SEBASTIAN,167,19,92,,75,148,,0.1,22,10,31,17,40,37,31,27,37,,,60,10,72,4,10,107731,FL,13695 US HWY 1,205,659757,4359,541362,606781,13,160,32958
1,"ALL SOLUTIONS HEALTHCARE, INC",0,,79,1.97,1.5,0.1,0.8,7.7,7.5,0,17.6,11,ELK GROVE VILLAGE,132,86,88,95,44,46,,0,33,17,11,10,51,42,17,30,73,70,,52,25,,4,11,148232,IL,1550 E HIGGINS ROAD 102,308,791255,4291,1042396,1024674,13,23,60007
1,LEE COUNTY HEALTH DEPT COMM NU,0,0,79,1.81,10.9,0,1.8,7.9,9.9,0,30.6,0,FORT MADISON,31,,,,,,,0.7,13,13,39,13,42,52,29,42,45,55,71,35,6,48,6,13,167055,IA,2218 AVENUE H SUITE A,52,149533,4302,157068,174704,13,28,52627
1,RICE COUNTY PHNS,0,0,79,1.75,7.2,0,0.5,1.4,6.7,0,15.8,0,FARIBAULT,41,,27,,14,,,0.1,20,5,10,17,29,41,15,24,32,41,68,39,10,34,5,5,247005,MN,320 NORTHWEST 3ND ST SUITE #1,66,125510,5174,141829,149510,13,39,55021
1,SAINT THOMAS HOME HEALTH,0,,79,1.8,0,0,4.3,4.4,7.4,0,16.3,,CENTERVILLE,108,22,73,0,35,86,0,0,24,12,27,12,49,52,31,44,50,56,,48,13,59,11,10,447424,TN,139 EAST SWAN ST,118,403656,5349,333125,367723,13,104,37033
1,HOSPITAL HOME HEALTH OF WILBARGER GENERAL HOSPITAL,0,,79,2.12,0,0,0.4,2.5,6.6,0.5,10.1,,VERNON,64,24,43,,21,40,0,0,34,13,34,16,55,25,41,42,42,55,,64,11,75,5,17,458423,TX,920 HILLCREST DRIVE,210,257760,4440,436088,514647,13,57,76384
1,ARMADA SKILLED HOMECARE SERVICES,0,,79,1.72,5.9,0.1,0.9,2.6,6.2,0.2,15.9,16,RICHARDSON,36,11,,,,25,,0.2,36,33,8,14,39,50,36,64,36,,,44,11,75,8,11,459208,TX,2425 N CENTRAL EXPRESSWAY STE 150,87,166517,3733,207204,212771,13,17,75080
1,ALPHA HOME HEALTH CARE LLC,,,79,1.69,10.5,0.1,0.4,7.6,21,0.3,39.9,0,OREM,118,15,71,,47,103,0,8.1,45,19,14,14,43,36,15,47,42,37,,37,14,53,14,6,467251,UT,278 WEST CENTER STREET,262,755463,4442,965525,943704,13,110,84057
1,ON CALL HOME HEALTH AND REHAB SERVICES,,0,79,2.11,2.6,0,0.7,4.7,9.5,0.4,17.9,15,PARIS,159,39,105,,54,120,0,0.2,31,6,25,14,59,45,37,36,41,64,,64,19,62,8,10,679762,TX,135 N COLLEGIATE DRIVE,424,1096961,4284,1035494,1219168,13,141,75460
1,QUALITY CONCEPT INC,0,0,79,2.04,7.1,0,0.9,1.8,9.8,0.2,19.9,13,ALLEN,31,,,,,,,2.2,58,16,10,13,42,42,16,26,52,61,,42,10,58,13,16,747471,TX,725 LAUREN WAY SUITE A,75,171925,5637,180564,181827,13,16,75002
1,"UNIVERSAL HOME HEALTH, INC",,0,79,2.26,0,0.2,1.8,2.8,5.9,0.1,10.8,,TEMPE,107,21,60,11,47,86,,0,38,14,23,14,37,44,29,48,36,55,,46,18,45,5,12,37421,AZ,40 WEST BASELINE ROAD #103/104,119,275564,6859,310155,303869,14,88,85283
1,"VNA OF GREATER LOS ANGELES, INC",,,79,2.19,1,0.1,0.2,4.7,7.1,0,13.1,,PASADENA,168,23,114,16,54,145,,1,18,15,22,21,35,37,18,42,30,65,,50,29,,7,13,57018,CA,"3452 E FOOTHILL BLVD, STE 110",235,567159,8293,703784,599021,14,137,91107
1,CARE BEST HOME HEALTH INC,0,254,79,2.18,0,0,0.1,1.4,9.6,0.1,11.2,,ALHAMBRA,294,269,166,16,128,25,,0.4,40,17,12,10,36,36,38,18,66,65,,69,48,63,3,17,58115,CA,200 SO GARFIELD AVENUE SUITE 205,387,610195,6903,1131241,965988,14,20,91801
1,"GBC CARE CONTINUUM, INC",0,,79,2.08,0.5,0.4,0.7,6.2,8.5,0,16.3,,BURBANK,53,20,28,,25,33,,2.7,40,15,23,15,42,55,28,45,49,60,,68,17,49,9,19,58474,CA,"150 EAST OLIVE AVENUE, SUITE 207",63,251851,6327,226503,190663,14,40,91502
1,"RAE STAR HEALTH SYSTEMS, INC",0,22,79,2.44,0.4,0.1,0.1,4,15.3,0,19.9,24,CERRITOS,227,167,159,82,68,60,12,8.8,45,14,15,7,43,43,19,34,68,64,,56,12,73,8,16,59019,CA,17215 STUDEBAKER ROAD SUITE 175,496,1534822,5392,1909094,1487227,14,87,90703
1,"PRIVILEGE HOME SERVICES, INC",0,143,79,2.17,0.8,0.1,0,6.2,15.5,0,22.6,,CERRITOS,159,138,107,,52,21,,8.8,43,23,11,11,36,52,35,25,54,,,61,41,,6,9,59241,CA,11395 183RD STREET,312,1052337,4416,1235175,998555,14,,90703
1,AT HOME HEALTHCARE,,,79,1.72,3.7,0.2,0.4,9.5,4.3,0,18.1,,ALAMOSA,236,83,141,94,95,153,,0.3,28,8,12,7,31,37,36,29,36,35,75,38,10,49,5,8,67248,CO,"177 CRAFT DRIVE, SUITE 100",291,831057,7056,961126,959543,14,136,81101
1,SYNERGY HOME HEALTH LLC,0,,79,2.02,4.6,0,4.7,8.4,8.4,0.2,26.3,33,CHESHIRE,189,47,133,,56,142,,1.6,26,10,25,10,43,43,28,38,34,61,,48,15,64,7,13,77254,CT,"1157 HIGHLAND AVENUE, SUITE 101",259,817239,5608,1087541,961798,14,148,06410
1,HEALTHSOUTH SUNRISE HOME HEALTH SERVICES,,,79,2.38,1.3,0.1,4.7,8.9,6.8,0.5,22.4,27,SUNRISE,231,41,145,17,86,190,,0.1,29,12,28,19,43,51,32,42,50,,,65,28,64,9,23,108370,FL,4399 NOB HILL RD,284,1357378,4492,1186278,1168959,14,179,33351
1,INTERIM HEALTHCARE SERV. OF JO,0,0,79,2.45,2,0,1.1,4.3,9.3,0,16.6,,JOLIET,73,,44,,29,,0,0.2,33,7,26,12,41,48,26,29,51,66,,56,12,62,8,5,147224,IL,"310 NORTH HAMMES AVENUE, SUITE 301E",108,345714,4548,320864,315168,14,62,60435
1,CARESS HOME HEALTH CARE INC,0,,79,2.37,0.6,0,0.4,3.1,9.2,0,13.4,128,SKOKIE,281,108,179,12,102,173,,0,38,27,22,14,58,48,28,25,58,,,,12,,11,16,147747,IL,"3915 WEST HOWARD STREET, 1ST FLOOR",709,1203445,6535,1731001,1701815,14,136,60076
1,CORNERSTONE HOME HEALTH,0,,79,4,1,0.2,1.5,5.6,5.9,0.1,14.3,40,WEST BLOOMFIELD,57,21,30,0,27,36,,0,54,25,23,18,67,60,44,37,54,61,,68,9,70,12,25,239262,MI,"7035 ORCHARD LAKE RD, SUITE 400",70,146445,5535,193975,208220,14,15,48322
1,LEGACY HOME HEALTH AND HOSPICE SERVICES OF WADENA,,0,79,1.76,4.8,0,3.1,4.2,9.2,0.3,21.6,0,WADENA,141,25,85,0,56,116,,0.6,22,9,23,18,42,35,23,33,32,56,,48,19,61,8,14,247238,MN,201 SHADY LANE DRIVE,197,683919,5741,575133,603698,14,140,56482
1,ACUTE NURSING CARE LLC,0,0,79,1.99,1.7,0.2,2.9,7.4,10.6,0,21.6,,ZANESVILLE,59,26,39,0,20,33,,2.3,58,12,14,20,44,39,41,56,56,58,,47,7,46,15,7,368332,OH,1077 CENTRAL AVENUE,98,403100,4375,307047,334807,14,56,43701
1,OCHILTREE GENERAL HOSPITAL HOME HEALTH CARE DEPART,,0,79,1.65,5.9,0,0,2.4,13.5,0,21.9,0,PERRYTON,57,,32,,25,,0,8.2,32,5,16,9,58,28,30,19,28,40,,51,7,44,4,5,457640,TX,2309 S CEDAR,102,398766,4497,234758,253218,14,53,79070
1,NEIGHBORHOOD HOME HEALTH SERVICES,0,0,79,2.49,3,0,0.2,2.1,11.5,0.1,17,0,HARLINGEN,152,55,95,77,57,97,0,4.7,32,17,24,10,51,59,30,44,57,68,,66,18,67,10,11,459115,TX,624 ED CAREY DRIVE,423,1064884,3903,1024565,1150398,14,75,78550
1,PROFESSIONAL HEALTH CARE,0,0,79,2.18,1.9,0.2,0.5,3.2,9.6,0.2,15.5,17,BEAUMONT,139,23,89,,50,116,,0.5,45,13,23,17,51,49,31,54,47,65,,60,17,49,6,14,679157,TX,2533 CALDER,433,793433,3787,999573,1140406,14,117,77701
1,CARES HOME HEALTHCARE CORP,0,,79,2.09,0.3,0,2.8,7.5,16.9,0.3,27.8,25,TAMPA,149,80,104,16,45,69,,9.3,60,15,20,10,43,39,34,70,53,61,,61,22,56,21,14,683118,FL,2529 W BUSCH BLVD 700,237,1447268,5249,925664,914660,14,106,33618
1,ASPIRA HOME HEALTH,,,79,2.27,4.9,0.1,2.7,4.4,11.4,0.2,23.9,,KELLER,115,16,76,,39,99,0,5.5,47,15,20,11,43,48,24,47,46,64,,53,14,62,10,20,747473,TX,1866 KELLER PARKWAY SUITE B,299,1408412,4725,981489,972477,14,101,76248
1,VALLEY VIEW HOME HEALTH,,0,79,2.03,2.6,0.4,0,5.3,10.7,0,18.9,0,FORT MOHAVE,118,20,64,,54,98,0,0.1,36,24,28,25,45,47,63,47,41,,,65,14,54,5,12,37412,AZ,"1520 HAMMER LANE, SUITE 102",181,746401,5269,481443,491383,15,108,86426
1,UNITED INTEGRITY HOME HEALTH INC,0,52,79,2.27,2.8,0.2,0.1,3.3,12.4,0,18.9,,GARDEN GROVE,223,120,131,42,92,103,,2.7,35,13,17,13,45,51,32,33,55,67,,63,20,55,14,9,58367,CA,"12900-A GARDEN GROVE BLVD, SUITE 116",401,1019682,5566,1229718,1042732,15,117,92843
